university,program_name,degree_level,component,course_name_original,course_name_english,chair_code,credits,hours_per_week,semester,study_year,program_duration,course_description,source_url
Yerevan State University,Information Security,Bachelor,Professional,Կոմբինատոր ալգորիթմներ և վերլուծություն,Combinatorial Algorithms,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Հանրահաշիվ - 2,Algebra - 2,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Ալգորիթմների տեսություն,Theory of Algorithms,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Դիսկրետ մաթեմատիկա - 1,Discrete Mathematics - 1,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Տվյալների կառուցվածքներ,Data Structures,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Մեքենայական ուսուցում,Machine Learning,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Մաթեմատիկական անալիզ-3,,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Հանրահաշիվ - 1,Algebra - 1,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Կոմպյուտերային ցանցերի անվտանգություն,,309,3,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Մաթեմատիկական անալիզ-2,,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Ծրագրավորում - 2,Programming - 2,309,9,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Դիսկրետ մաթեմատիկա - 2,Discrete Mathematics - 2,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Հանրահաշիվ և վերլուծական երկրաչափություն,Algebra and Analytic Geometry,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Մաթեմատիկական անալիզ-1,Mathematical Analysis-1,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Ծրագրավորում-1,Programming-1,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Տվյալների հենքեր,Databases,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,ԷՀՄ ճարտարապետություն և ասեմբլեր լեզու,Computer Architecture and Assembly Language,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Օպտիմիզացիայի մեթոդներ,Optimization Methods,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Ֆունկցիոնալ անալիզ,Functional Analysis,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Կոդավորման տեսություն,,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Ինֆորմացիայի տեսություն,,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Գրաֆային ալգորիթմներ,Graph Algorithms,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Կրիպտոգրաֆիայի մաթեմատիկական մեթոդներ - 2,,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Մասնագիտական պրակտիկա,Professional Practice,0,3,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Զուգահեռ ծրագրավորում,,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Թարգմանության տեսություն,Translation Theory,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Թվային անալիզ,Numerical Analysis,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Information Security,Bachelor,Professional,Մաթեմատիկական մոդելավորում,,308,4,,,,,,https://ysu.am/en/faculty/85/educational-program-304/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,General,Անգլերեն-1,English-1,1602,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,General,Ռուսերեն -1,,1702,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,General,Գերմաներեն -1,,1604,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,General,Ֆրանսերեն -1,,1608,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,General,Անգլերեն -2,,1602,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,General,Ռուսերեն-2,,1702,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,General,Գերմաներեն -2,,1604,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,General,Ֆրանսերեն -2,,1608,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,General,Հետազոտության պլանավորում և մեթոդներ,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Մասնագիտության արդի հիմնախնդիրները,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Կոմբինատոր օպտիմիզացիա,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Ծրագրավորման լեզուների սեմատիկա,,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Մատրիցային անալիզ,,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,VLSI ավտոմատ նախագծում,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,"Գրաֆների տեսության հատուկ գլուխներ-1,2",,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Կրիպտոգրաֆիայի մաթեմատիկական խնդիրներ,,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Ալգորիթմական հանրահաշիվ (օղակներ),,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Կերպարների վերծանման մոդելներ և ալգորիթմներ,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Հաշվողական երկրաչափություն,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Ֆորմալ մեթոդները ծրագրային ապահովման մեջ,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Արհեստական բանականություն,,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Ինֆորմացիայի տեսություն,,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Հաշվողական տրամաբանություն,,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Կոմբինատոր անալիզ,,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Մոտավոր ալգորիթմներ,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Professional,Թեստեր,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Other,Գիտական սեմինար,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Other,Գիտական սեմինար,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Other,Գիտական սեմինար,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Other,Գիտական սեմինար,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Other,Մասնագիտական պրակտիա,,307,6,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,Other,Մագիստրոսական թեզ,,307,16,,,,,,https://ysu.am/en/faculty/85/educational-program-306/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,General,Անգլերեն-1,English-1,1602,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,General,Գերմաներեն -1,,1604,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,General,Ռուսերեն -1,,1702,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,General,Ֆրանսերեն -1,,1608,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,General,Անգլերեն -2,,1602,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,General,Ռուսերեն-2,,1702,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,General,Գերմաներեն -2,,1604,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,General,Ֆրանսերեն -2,,1608,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,General,Հետազոտության պլանավորում և մեթոդներ,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Մասնագիտության արդի հիմնախնդիրները,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Կոմբինատոր օպտիմիզացիա,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Ծրագրավորման լեզուների սեմատիկա,,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Մատրիցային անալիզ,,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Գծային հանրահաշվի հաշվողական ալգորիթմներ,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Բազմաչափ միջարկում,,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Թվային օպտիմիզացիա,,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Մեքենայական ուսուցում,Machine Learning,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Հաջորդականությունների հավասարաչափ բաշխում,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Կիրառական ֆունկցիոնալ անալիզ,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Հանրահաշվական Էվկլիդյան ալգորիթմներ,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Ֆինանսական մաթեմատիկա,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Սպլայնների տեսություն,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Հաշվողական հանրահաշվական երկրաչափություն,,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Թվային ազդանշանների մշակում,,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Ռեգուլյարիզացիայի մեթոդներ,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Professional,Մաթեմատիկական մոդելավորում,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Other,Գիտական սեմինար,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Other,Գիտական սեմինար,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Other,Գիտական սեմինար,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Other,Գիտական սեմինար,,308,3,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Other,Մասնագիտական պրակտիա,,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Other,Մագիստրոսական թեզ,,308,24,,,,,,https://ysu.am/en/faculty/85/educational-program-307/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,General,Անգլերեն-1,English-1,1602,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,General,Գերմաներեն -1,,1604,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,General,Ռուսերեն -1,,1702,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,General,Ֆրանսերեն -1,,1608,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,General,Անգլերեն -2,,1602,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,General,Գերմաներեն -2,,1604,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,General,Ռուսերեն-2,,1702,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,General,Ֆրանսերեն -2,,1608,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,General,Հետազոտության պլանավորում և մեթոդներ,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Մասնագիտության արդի հիմնախնդիրները,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Կոմբինատոր օպտիմիզացիա,,307,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Ծրագրավորման լեզուների սեմատիկա,,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,JAVA տեխնոլոգիաներ,,309,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Արհեստական բանականության համակարգեր,,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Տրամաբանական ծրագրավորման հիմունքներ,,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Տվյալների հենքերի կառավարում,Databases,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Մատրիցային անալիզ,,308,6,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Տեղեկատվության պահպանում և կառավարում,,309,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Տվյալների ինտելեկտուալ վերլուծության մեթոդներ,,309,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Զուգահեռ և բաշխված ծրագրավորում,,309,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Կոմպիլյատորների կառուցման հիմունքներ,,309,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Professional,Պատկերների մշակման մաթեմատիկական մոդելներ,,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Other,Գիտական սեմինար,,309,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Other,Գիտական սեմինար,,309,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Other,Գիտական սեմինար,,309,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Other,Գիտական սեմինար,,309,3,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Other,Մասնագիտական պրակտիկա,Professional Practice,309,6,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Other,Մագիստրոսական թեզ,,309,24,,,,,,https://ysu.am/en/faculty/85/educational-program-308/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Թուրքերեն-2,Turkish-2,1803,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Փիլիսոփայություն,Philosophy,1302,3,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Էկոլոգիայի և բնապահպանության հիմունքներ,Ecology and Environmental Protection Fundamentals,708,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Հայոց պատմություն 2,Armenian History 2,1106,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Հայոց պատմություն 1,Armenian History 1,1106,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Ռուսաց լեզու-2,Russian Language-2,1705,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,իրավիճակներում բնակչության առաջին,Civil Defense and First Aid in Emergency Situations,2,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,իրավիճակներում բնակչության առաջին,Civil Defense and First Aid in Emergency Situations,2,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Ֆրանսերեն-2,French-2,1608,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Չինարեն-2,Chinese-2,1205,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Հայոց լեզու և խոսքի մշակույթ-1,Armenian Language and Speech Culture-1,1401,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Գերմաներեն-2,German-2,1604,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Անգլերեն-2,English-2,1603,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Հայոց լեզու և խոսքի մշակույթ-2,Armenian Language and Speech Culture-2,1401,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Ֆրանսերեն-1,French-1,1608,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Չինարեն-1,Chinese-1,1205,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Թուրքերեն-1,Turkish-1,1803,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Գերմաներեն-1,German-1,1604,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Անգլերեն-1,English-1,1603,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Ռուսաց լեզու-1,Russian Language-1,1705,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Մշակութաբանության հիմունքներ,,1107,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Բարոյագիտության հիմունքներ,Ethics Fundamentals,1302,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Բնագիտության ժամանակակից հայեցակարգեր,Modern Concepts of Natural Science,604,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Գործարարության հիմունքներ,Entrepreneurship Fundamentals,1005,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Իրավունքի հիմունքներ,Fundamentals of Law,1901,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Կրոնագիտության հիմունքներ,Religious Studies Fundamentals,2101,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Հաղորդակցման հմտություններ,Communication Skills,1306,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Հոգեբանության հիմունքներ,Psychology Fundamentals,1308,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Մեդիագրագիտություն,Media Literacy,,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Անգլերեն-3,English-3,1603,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Ռուսաց լեզու-3,Russian Language-3,1705,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
Yerevan State University,Applied Statistics and Data Science,Bachelor,General,Սոցիոլոգիայի հիմունքներ,Sociology Fundamentals,2203,2,,,,,,https://ysu.am/en/faculty/516/educational-program-299/edu-plan
