phrase,esco_uri,esco_label,cosine_sim,matched
certifications responsibilities architect,,,0.5529,False
certifications training hpe,,,0.55,False
certified scrum master,,,0.506,False
cet,,,0.3967,False
cfds underlying,,,0.4024,False
cfo,,,0.4778,False
cfo fp manager,,,0.4931,False
cfo strategic initiatives,,,0.5235,False
cg art promo,,,0.4954,False
chain engineering technical,,,0.607,False
chain purchasing,,,0.6342,False
chain security,,,0.58,False
chains,,,0.7033,False
chains applications,,,0.6756,False
chair,,,0.6738,False
challenge,,,0.5154,False
challenge stay experience,,,0.4384,False
challenges anticipate,,,0.6163,False
challenges anticipate crisis,http://data.europa.eu/esco/skill/8e261d1c-12c0-498e-bfc2-ec0c16496c68,crisis intervention,0.7522,True
challenges app certification,,,0.4424,False
challenges awesome,,,0.4411,False
challenges excited,,,0.5463,False
challenges pays,,,0.5814,False
challenges ready continue,,,0.493,False
challenges trading infrastructure,,,0.5859,False
challengeshave exceptional project,,,0.6004,False
challenging ecommerce projects,,,0.6297,False
challenging tasks relocation,,,0.5703,False
champions,,,0.4457,False
chance,,,0.5121,False
change basis eigenvectors,,,0.3311,False
changes occurring linguistic,,,0.6782,False
changing careersindividuals aged,,,0.461,False
channel capacity principles,,,0.5299,False
channel outreach email,,,0.5552,False
channel promoting,http://data.europa.eu/esco/skill/9af252ce-bf4d-411b-8daa-beb91df4257d,channel marketing,0.7887,True
channels,,,0.7191,False
channels outreach strategiesuse,,,0.6581,False
channels phone email,,,0.5306,False
chaotic,,,0.4161,False
chaotic attractors fractals,,,0.3407,False
chapters,,,0.5123,False
chapters action,,,0.4737,False
chapters action research,,,0.6955,False
chapters graph theory,,,0.4119,False
character,,,0.616,False
character animations,,,0.7219,False
character animations apply,,,0.6447,False
character recognition,,,0.7377,False
character recognition familiarize,,,0.5957,False
character recognition models,,,0.6562,False
characteristic field,,,0.3801,False
characteristic monotonic,,,0.3099,False
characteristics,,,0.6618,False
characteristics business,,,0.609,False
characteristics cellular membranes,http://data.europa.eu/esco/skill/717c45d7-271a-493b-a03f-fa327e793745,types of membranes,0.7587,True
characteristics computational,,,0.5173,False
characteristics computational complexity,,,0.585,False
characteristics cultural,,,0.6093,False
characteristics cultural phenomenon,,,0.6634,False
characteristics device node,,,0.4563,False
characteristics digital circuits,,,0.6445,False
characteristics directions,,,0.5692,False
characteristics directions contemporary,,,0.5091,False
characteristics entrepreneurial,,,0.6944,False
characteristics excellent debugging,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,0.7578,True
characteristics familiarize,,,0.5176,False
characteristics individual,,,0.5493,False
characteristics individual sections,,,0.5136,False
characteristics issues,,,0.5844,False
characteristics issues contemporary,,,0.5871,False
characteristics issues methodological,,,0.5938,False
characteristics knowledge,,,0.5251,False
characteristics matter,,,0.5646,False
characteristics matter sociology,,,0.7037,False
characteristics mechanisms,,,0.5065,False
characteristics mechanisms patterns,,,0.466,False
characteristics modern,,,0.5254,False
characteristics modern chinese,,,0.6058,False
characteristics official,,,0.5217,False
characteristics parallel processing,,,0.4931,False
characteristics philosophical,,,0.6761,False
characteristics scientific,,,0.5302,False
characteristics semiconductor sensors,,,0.5914,False
characteristics sociological,,,0.716,False
characteristics subject,,,0.5788,False
characteristics technologies equipment,,,0.6753,False
characterization,,,0.4989,False
characters,,,0.5778,False
characters ensuring smooth,,,0.4757,False
charge activities,,,0.5319,False
charge carriers phenomena,,,0.4767,False
charles,,,0.3931,False
chat,,,0.7429,False
chatbot commerce brands,,,0.4701,False
chatbots,,,0.5427,False
chatbots agent workflows,,,0.4602,False
chatgpt,,,0.539,False
chats,,,0.644,False
check,,,0.5344,False
checkout,,,0.5595,False
checks,,,0.6091,False
chembl pubchem apply,,,0.4664,False
chemical,http://data.europa.eu/esco/skill/2aff15fb-1c24-42b5-89ca-17696df25370,chemical products,0.8158,True
chemical analytical,http://data.europa.eu/esco/skill/1b61166d-0495-4f16-aff0-f564d3a8afb3,analytical chemistry,0.9217,True
chemical data analysis,http://data.europa.eu/esco/skill/39aa5571-45ce-4ba3-a280-f6870ef0075f,analyse chemical substances,0.7588,True
chemical properties,,,0.6218,False
chemical reactions,http://data.europa.eu/esco/skill/74aa00bc-db99-4984-8817-7df2ca954ea1,chemical processes,0.8119,True
cheminformatics cheminformatics field,,,0.5758,False
chemistry,http://data.europa.eu/esco/skill/cde9911c-f92e-4de1-811f-336e177ac4ce,chemistry,1.0,True
chemistry area arts,,,0.6803,False
chemistry biology,http://data.europa.eu/esco/skill/1d4b74b0-1a48-48ec-a3cd-26cca0c212a3,biological chemistry,0.8564,True
chemistry biology biomedical,http://data.europa.eu/esco/skill/01e66e1c-97d9-4829-bee1-f3ab649161e8,biomedical science,0.7809,True
chemistry biology contemporary,http://data.europa.eu/esco/skill/1d4b74b0-1a48-48ec-a3cd-26cca0c212a3,biological chemistry,0.751,True
chemistry computer science,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,0.7817,True
chemistry course introduces,http://data.europa.eu/esco/skill/297259c4-7f91-455b-bf24-1ce7f9d4cc63,teach chemistry,0.7785,True
chemistry engineering enable,,,0.656,False
chemistry environment,,,0.6926,False
chemistry include atoms,,,0.7205,False
chemistry lab,http://data.europa.eu/esco/skill/cde9911c-f92e-4de1-811f-336e177ac4ce,chemistry,0.7675,True
chemistry laboratory,,,0.7308,False
chemistry life,http://data.europa.eu/esco/skill/cde9911c-f92e-4de1-811f-336e177ac4ce,chemistry,0.7852,True
chemistry life science,http://data.europa.eu/esco/skill/cde9911c-f92e-4de1-811f-336e177ac4ce,chemistry,0.7891,True
chemistry necessities,,,0.6591,False
chemistry physics topics,,,0.6651,False
chemistry students,http://data.europa.eu/esco/skill/297259c4-7f91-455b-bf24-1ce7f9d4cc63,teach chemistry,0.8018,True
chemistry students conduct,http://data.europa.eu/esco/skill/297259c4-7f91-455b-bf24-1ce7f9d4cc63,teach chemistry,0.7792,True
chemistry sustainability,,,0.6181,False
chess,,,0.5503,False
chi squared test,,,0.3794,False
chief,,,0.3851,False
children,,,0.746,False
china production,,,0.5703,False
chinese,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,Chinese,1.0,True
chinese develop initial,,,0.5982,False
chinese language,http://data.europa.eu/esco/skill/b5ff2ded-a91d-468b-afed-f9737f929e86,write Chinese,0.8015,True
chip,,,0.5939,False
chip chip levels,,,0.4816,False
chip design,,,0.7499,False
chip design introduce,,,0.7163,False
chip development offering,,,0.5937,False
chip integration challenges,,,0.5702,False
chips basic,,,0.5826,False
choice gaming,,,0.5868,False
choice gaming department,,,0.5984,False
choose file file,,,0.6892,False
chroma keying,,,0.4062,False
chromosomes,,,0.5686,False
churn,,,0.5329,False
ci advantage knowledge,,,0.516,False
ci cd,,,0.373,False
ci cd github,,,0.4123,False
ci cd integration,,,0.462,False
ci cd pipelines,,,0.5156,False
ci cd pipelinesexperience,,,0.5367,False
ci cd processes,,,0.4609,False
ci cd tools,,,0.4631,False
ci facilitate scrum,,,0.485,False
ci infrastructure team,,,0.5591,False
ci quality practicesensure,,,0.6579,False
cigar brands oversee,http://data.europa.eu/esco/skill/e27e091f-7f91-4cf9-b391-18ddf51e41f3,tobacco brands,0.7557,True
cigarettes revolutionary portfolio,,,0.6025,False
cinematic,,,0.6869,False
circle hyperbolic dynamical,,,0.3221,False
circuit,,,0.6324,False
circuit design,,,0.6868,False
circuit design design,,,0.7148,False
circuit design introduce,,,0.6965,False
circuit design modern,,,0.6881,False
circuit design prospects,,,0.716,False
circuit design teach,,,0.6436,False
circuit designers,,,0.7432,False
circuits,,,0.7273,False
circuits families,,,0.5911,False
circuits instructor led,,,0.5426,False
circuits introductory course,,,0.5953,False
circuits lab,,,0.6687,False
circuits logic gates,,,0.5523,False
circuits methodologies,,,0.6239,False
circuits team mid,,,0.5123,False
circular economy course,http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d,circular economy,0.8206,True
cis,,,0.4637,False
cis eastern european,,,0.5708,False
cis program chair,,,0.5067,False
cisco asic physical,,,0.5053,False
cisco cisco power,,,0.5745,False
cisco globally,http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a,Cisco,0.7783,True
cisco hardware,http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a,Cisco,0.8241,True
cisco hardware engineers,,,0.6939,False
cisco juniper,,,0.6473,False
cisco silicon,,,0.6866,False
cisco silicon innovation,,,0.6015,False
cissp,,,0.5289,False
cities,,,0.6188,False
citizen centric public,,,0.54,False
citizens armenia,,,0.7436,False
citizens rounded vibrant,,,0.4118,False
city new transit,,,0.5547,False
civil defence,,,0.6733,False
civil protection,,,0.7196,False
civil protection aid,,,0.6228,False
civilization country framework,,,0.5285,False
civilizational,,,0.524,False
civilizational challenges anticipate,,,0.4782,False
civilizational challenges forecast,,,0.5402,False
cixunit testing requirements,,,0.495,False
claim,,,0.495,False
claim types,,,0.7167,False
claims,,,0.629,False
clarity,,,0.4237,False
class normal subgroup,,,0.3607,False
classes complexity,,,0.4515,False
classes compounds,,,0.4851,False
classes diploma,,,0.5418,False
classes diploma supervisor,,,0.6285,False
classes matrices,,,0.3476,False
classes np combinatorial,,,0.3397,False
classic,,,0.3748,False
classic animation,,,0.6709,False
classical,,,0.6909,False
classical algebraic,,,0.5419,False
classical algebraic structures,,,0.4775,False
classical continuous distributions,,,0.383,False
classical distributed,,,0.5212,False
classical examples,,,0.6113,False
classical mechanics,,,0.7236,False
classical mechanics familiarize,,,0.6318,False
classical modern,,,0.7096,False
classical statistical,,,0.6258,False
classification,http://data.europa.eu/esco/skill/49812c2d-3a36-4be8-bd41-8c0be3db7c6d,develop classification systems,0.7712,True
classification decision trees,,,0.6705,False
classification modern programming,,,0.6035,False
classification named entity,,,0.5439,False
classification recognition problems,,,0.7206,False
classifications orders pdes,,,0.3885,False
classroom,,,0.7137,False
claude,,,0.5126,False
claude code,,,0.5181,False
claude codeuse adaptive,,,0.5006,False
clean,,,0.6396,False
clean architecture,,,0.6535,False
clean documented godoc,,,0.4368,False
clean efficient maintainable,,,0.6669,False
clean scalable,,,0.5092,False
cleaning,http://data.europa.eu/esco/skill/ce2dbe33-9e13-47bb-91bf-00cf799ac34c,cleaning techniques,0.8805,True
cleaning security parking,,,0.6561,False
cleanliness complete scheduled,,,0.6921,False
cleanup exploring,,,0.6738,False
clear aligners itero,,,0.4885,False
clear engaging,,,0.4398,False
clear technical,,,0.5565,False
clearly,,,0.3767,False
clearly concisely,,,0.4013,False
click rate conversionschecking,,,0.5228,False
clickhouse,,,0.41,False
clickhouse clusters kubernetes,,,0.3486,False
client applications,,,0.6393,False
client architecture,,,0.6545,False
client architecture integration,,,0.5975,False
client connectivitypartner ai,,,0.4954,False
client data engineer,,,0.7111,False
client enhanced media,,,0.6487,False
client expectations,,,0.6064,False
client feedback forecasting,,,0.6068,False
client satisfaction,,,0.6787,False
client server,,,0.565,False
client server programming,,,0.5816,False
client vs,,,0.5936,False
client vs s2s,,,0.3988,False
clients,,,0.7298,False
clients advantages iso,,,0.4785,False
clients business initiatives,,,0.6968,False
clients data analytics,http://data.europa.eu/esco/skill/d63f49de-cb72-4ce3-9553-a374a4f32f52,analyse data about clients,0.8331,True
clients embodies,,,0.6321,False
clients fintech igaming,,,0.5335,False
clients integrate ai,,,0.5467,False
clients interactions xometry,,,0.557,False
clients middle east,,,0.5104,False
clientsindirect sales experience,,,0.515,False
climate,,,0.6563,False
climate change,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,climate change impact,0.8523,True
climate change multidisciplinary,,,0.6636,False
climate change science,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,climate change impact,0.7719,True
clinchoice activities,,,0.4412,False
clinical,http://data.europa.eu/esco/skill/ad05c2bf-3905-4e4c-bd56-6fcfdebc994c,clinical science,0.8105,True
clinical data,,,0.7209,False
clinical pipelines distributed,,,0.577,False
clinical trials laboratory,,,0.6779,False
clock,,,0.7278,False
clock management frees,,,0.6356,False
close,,,0.4699,False
closed loop,,,0.4272,False
closed necessary,,,0.487,False
closed queueing network,,,0.4771,False
closely backend,,,0.4897,False
closely backend ml,,,0.6774,False
closely clients,,,0.6995,False
closely developers,,,0.5696,False
closely developers devops,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,DevOps,0.8019,True
closely hardware,,,0.7325,False
closely mlops platform,,,0.5876,False
closely po pms,,,0.3976,False
closer,,,0.5356,False
closing,,,0.6239,False
closing deadline transition,,,0.6541,False
closure,,,0.4167,False
closure organizationcollaborate engineering,,,0.5163,False
cloud,,,0.7448,False
cloud architecture,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,design cloud architecture,0.8187,True
cloud architecture deep,,,0.6002,False
cloud architectures,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,design cloud architecture,0.8085,True
cloud architectures expertise,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,design cloud architecture,0.7518,True
cloud architectures technologies,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,0.7877,True
cloud aws,,,0.6712,False
cloud background,,,0.4621,False
cloud based architectures,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,design cloud architecture,0.7595,True
cloud computing,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,0.825,True
cloud computing cloud,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,0.7828,True
cloud computing course,,,0.6056,False
cloud computing covering,,,0.641,False
cloud computing cybersecurity,,,0.626,False
cloud computing genai,,,0.591,False
cloud computing introduce,,,0.7316,False
cloud consist,,,0.6064,False
cloud container savvy,,,0.5757,False
cloud cost,,,0.6136,False
cloud cost optimization,,,0.5987,False
cloud data,,,0.7451,False
cloud data warehouses,http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de,data warehouse,0.7953,True
cloud deployments,http://data.europa.eu/esco/skill/6195c5f7-a4fb-425d-a3dd-c4467c4471a3,deploy cloud resource,0.7505,True
cloud devops internship,,,0.6233,False
cloud driven organizations,,,0.6221,False
cloud engineer strengthen,,,0.5918,False
cloud environment primarily,,,0.6797,False
cloud environments,,,0.744,False
cloud environments aws,,,0.6264,False
cloud environments collaborating,,,0.6245,False
cloud environmentsexperience designing,,,0.724,False
cloud european deep,,,0.5117,False
cloud experience,,,0.6878,False
cloud infrastructure,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,0.8179,True
cloud infrastructure choosing,,,0.665,False
cloud infrastructure deployment,,,0.7084,False
cloud infrastructure foundations,,,0.6741,False
cloud infrastructure love,,,0.7181,False
cloud infrastructure position,,,0.6272,False
cloud migration,http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,plan migration to cloud,0.8926,True
cloud ml,,,0.6115,False
cloud ml platforms,,,0.6153,False
cloud native,,,0.5645,False
cloud native applications,,,0.5936,False
cloud native architectures,,,0.7421,False
cloud native deployments,,,0.6439,False
cloud native environments,,,0.5912,False
cloud native solutionsensure,,,0.6057,False
cloud partner manager,,,0.5668,False
cloud platform,,,0.719,False
cloud platform commerce,,,0.6242,False
cloud platform developer,http://data.europa.eu/esco/skill/6b643893-0a1f-4f6c-83a1-e7eef75849b9,develop with cloud services,0.7981,True
cloud platform engineer,,,0.7026,False
cloud platform working,,,0.6914,False
cloud platforms,,,0.7281,False
cloud platforms azure,,,0.6244,False
cloud platforms experience,,,0.6253,False
cloud platforms google,,,0.6222,False
cloud platforms master,,,0.6245,False
cloud postgresql,,,0.7151,False
cloud premise systems,,,0.6878,False
cloud premises ideal,,,0.6632,False
cloud premises solution,,,0.6602,False
cloud s3 lambda,,,0.4922,False
cloud sap,http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4,SAP Data Services,0.7812,True
cloud securitytechnical,,,0.681,False
cloud services,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,0.7851,True
cloud services design,,,0.7133,False
cloud solution architecture,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,design cloud architecture,0.7694,True
cloud solutions amazon,,,0.5904,False
cloud technologies,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,1.0,True
cloud technologies teach,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,0.7501,True
cloud tools3d skills,,,0.5069,False
cloudformation advanced scripting,,,0.6635,False
cloudformationextensive experience ci,,,0.5427,False
cloudlinux com endless,,,0.3762,False
cloudlinux os,,,0.4611,False
cloudlinux privacy policy,,,0.5698,False
cloudmanager designing,,,0.6481,False
clouds managing rapidly,,,0.6856,False
cloudtrail config inspector,,,0.4586,False
cluster,,,0.5365,False
cluster analysis,,,0.616,False
cluster environments,,,0.517,False
cluster multi cloud,,,0.5389,False
clustering,,,0.659,False
clusters,,,0.5357,False
clusters cloud services,,,0.6546,False
clusters hours,,,0.4493,False
clusters led,,,0.5681,False
clusters led lab,,,0.5054,False
cmr lading,,,0.5782,False
cmr lading ինվոյսներ,,,0.3669,False
cms,,,0.5359,False
cms platforms plusenglish,,,0.454,False
coach assigned business,http://data.europa.eu/esco/skill/fcd7dbd4-095d-448d-b605-89e8ac6a3d92,coach clients,0.7636,True
coach contributors publishers,,,0.665,False
coaches,http://data.europa.eu/esco/skill/0cc9c234-f817-4f4c-908a-4d28fe3b0f4a,coach employees,0.7918,True
coaching,http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0,coaching techniques,0.7952,True
coaching data professionals,,,0.6877,False
coaching training,http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0,coaching techniques,0.8395,True
cocos2d unity,,,0.4203,False
code,,,0.6446,False
code code,,,0.6548,False
code generation,,,0.6023,False
code generation translation,,,0.6149,False
code infrastructure key,,,0.5009,False
code participate,,,0.5251,False
code passion,,,0.4809,False
code performance,,,0.5955,False
code quality adherence,,,0.5516,False
code refactoring ci,,,0.4289,False
code requirements bachelor,,,0.5439,False
code residents,,,0.56,False
code review,,,0.6699,False
code reviews unit,,,0.5718,False
code terraform pulumi,,,0.399,False
code thrive,,,0.4878,False
codebase,,,0.5137,False
codebase clean,,,0.4793,False
codebase contribute services,,,0.4791,False
codebase responsibilities design,,,0.4424,False
codebases,,,0.5093,False
codebases architecture,,,0.63,False
codebases integrating ai,,,0.5003,False
codeperform code reviews,,,0.5722,False
codes,,,0.5949,False
codes applied theoretical,,,0.5588,False
codes facilitating,,,0.6432,False
codes future purposes,,,0.6326,False
codeuse adaptive,,,0.5005,False
coding,,,0.6656,False
coding introduce,,,0.5946,False
coding modulation,,,0.4684,False
coding modulation digital,,,0.5417,False
coding modulation techniques,,,0.4388,False
coding testing implementation,,,0.6131,False
coding theorems used,,,0.4879,False
coding theory,,,0.5345,False
coefficients,,,0.4706,False
coffee,,,0.7128,False
coffee refreshments,,,0.665,False
coffee refreshments reward,,,0.6336,False
cognitive,http://data.europa.eu/esco/skill/2618f336-8e71-4666-83b5-f368edb0906d,cognitive psychology,0.8343,True
cognitive biases fallacies,,,0.5019,False
cohesive brand storytellinglead,,,0.5194,False
cohesive scenesperform artistic,,,0.6608,False
cohort,,,0.4573,False
cohorts,,,0.4543,False
cohorts bias pitfalls,,,0.4109,False
cohorts product visa,,,0.4145,False
cola walt,,,0.5101,False
cold,,,0.6584,False
collaborate data science,,,0.667,False
collaborate marketing,http://data.europa.eu/esco/skill/b679ef35-eebf-4da8-8e45-fee6841c3214,collaborate in the development of marketing strategies,0.8208,True
collaborate sales,,,0.6649,False
collaborate smes kdes,,,0.5718,False
collaborating business partners,,,0.7364,False
collaborating closely,,,0.7007,False
collaborating cross,,,0.6116,False
collaborating developers,,,0.7068,False
collaboration instructional designer,,,0.7262,False
collaboration runtime,,,0.6112,False
collaborations,,,0.6719,False
collaborative startup,,,0.5758,False
collaboratively regulatory cross,,,0.4974,False
collaboratively team,,,0.6949,False
collaborator,,,0.6197,False
colleagues,http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c,cooperate with colleagues,0.7765,True
colleagues client personnel,,,0.6787,False
collect,,,0.6284,False
collected data applied,http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,gather data,0.7589,True
collecting applying algorithms,,,0.7079,False
collecting processing,,,0.6617,False
collections,http://data.europa.eu/esco/skill/6c8ed0d1-4fc9-41a6-9587-6dbc82cabfc3,collection management,0.8174,True
college office prior,,,0.5215,False
collisions,,,0.5326,False
color,,,0.6893,False
color calculations,,,0.7431,False
color calculations texturing,,,0.6287,False
com stack centers,,,0.4669,False
combating probable errors,,,0.5343,False
combinations,,,0.534,False
combinations tools,,,0.5805,False
combinatorial,,,0.4473,False
combinatorial algorithms,,,0.7342,False
combinatorial algorithms analysis,,,0.7046,False
combinatorial algorithms elements,,,0.6869,False
combinatorial algorithms np,,,0.5924,False
combinatorial algorithms study,,,0.715,False
combinatorial analysis,,,0.4681,False
combinatorial analysis course,,,0.4749,False
combinatorial analysis random,,,0.545,False
combinatorial concepts degree,,,0.4174,False
combinatorial mathematics,,,0.5006,False
combinatorial mathematics define,,,0.4987,False
combinatorial np,,,0.4522,False
combinatorial np hard,,,0.4103,False
combinatorial optimization,,,0.574,False
combinatorial optimization algorithms,,,0.6808,False
combinatorial optimization familiarize,,,0.5773,False
combinatorial optimization problems,,,0.5347,False
combinatorial optimization study,,,0.5519,False
combinatorial problems,,,0.4807,False
combinatorial recognition,,,0.5972,False
combinatorial recognition multivariate,,,0.4953,False
combinatorial recognition problems,,,0.5524,False
combinatorics,,,0.4494,False
combinatorics factorization polynomials,,,0.2934,False
combine job,,,0.5412,False
combines analytical,,,0.6123,False
combines hris payroll,,,0.5613,False
combines technical excellence,,,0.5593,False
combining,,,0.5093,False
come extreme ownership,,,0.4516,False
comfort,,,0.4968,False
comfort health safety,,,0.6597,False
comfortable,,,0.4779,False
comfortable hosting webinars,,,0.5264,False
comfortable idea redoing,,,0.4091,False
comfortable working linux,,,0.4837,False
coming help drive,,,0.5127,False
command adobe creative,http://data.europa.eu/esco/skill/719d8699-a221-4b5a-8fc3-68a8645cbe03,adobe creative suite,0.8193,True
comments,,,0.4518,False
commerce brands,,,0.6915,False
commerce integrations high,,,0.4989,False
commerce need,,,0.6622,False
commerce platform ftnft,,,0.4522,False
commercial,,,0.6696,False
commercial awa reness,,,0.415,False
commercial excellence lead,,,0.6241,False
commercial officer gaming,,,0.6288,False
commercialization,,,0.595,False
commercialization innovative,,,0.573,False
commercialization innovative drugs,,,0.645,False
commission join,,,0.6794,False
commission unlimited remote,,,0.5005,False
commitment,http://data.europa.eu/esco/skill/1fce1197-3a5b-45b7-8797-575cd3b57a01,show commitment,0.8748,True
commitment continuous,http://data.europa.eu/esco/skill/1fce1197-3a5b-45b7-8797-575cd3b57a01,show commitment,0.7912,True
commitment ongoing career,,,0.7232,False
commitments,http://data.europa.eu/esco/skill/113b4428-0a31-4199-8496-070af7854b91,meet commitments,0.9203,True
committed,,,0.5981,False
committed achieving,,,0.658,False
committed delivering,,,0.6171,False
committee completion capstone,,,0.4621,False
common divisor,,,0.4111,False
common touchpoints occur,,,0.5358,False
commonly,,,0.3942,False
commonly tools,http://data.europa.eu/esco/skill/a125a4c2-3b0a-4996-9a63-57043d4d9159,industrial tools,0.7714,True
communicate technical,,,0.738,False
communicates buildern,,,0.6282,False
communicating,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,communication,0.916,True
communicating audiences,http://data.europa.eu/esco/skill/abe138ec-e084-47c7-abe3-e7f371f05eae,interact with an audience,0.8808,True
communication abilities,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,communication,0.7515,True
communication algorithms combinatorial,,,0.5576,False
communication approvals,,,0.6355,False
communication chinese,,,0.7476,False
communication multimedia arts,,,0.7161,False
communication network technologies,,,0.7248,False
communication progress reporting,,,0.6141,False
communication skillshighly organizedagile,,,0.6784,False
communicationmonitoring,,,0.7285,False
communicationproven ability,,,0.7421,False
communications webrtc,,,0.5422,False
communicative,,,0.7229,False
communicative abilities,,,0.6217,False
communicative abilities areas,,,0.5416,False
communicative processes,,,0.6794,False
communities,,,0.7219,False
community,,,0.6968,False
community driven,,,0.602,False
community engineers means,,,0.5716,False
compact,,,0.6789,False
compact operators,,,0.5218,False
compact set contraction,,,0.4475,False
companies automate,,,0.6363,False
companies breaking borders,,,0.4906,False
companies industries transportation,,,0.7265,False
companionship,,,0.5808,False
companionship platform,,,0.5366,False
company applications l2,,,0.4754,False
company codecollaborate,,,0.5103,False
company descriptionoptimum partners,,,0.5726,False
company descriptionsquare signs,,,0.6224,False
company descriptionwarmy io,,,0.5151,False
company flagship offering,,,0.5326,False
company iam architecture,,,0.5549,False
company jobhire ai,,,0.5416,False
company mission,,,0.5747,False
company regulatory matters,,,0.6981,False
company safety security,,,0.6718,False
company senior software,,,0.6426,False
company vbet award,,,0.423,False
company websitesorganizing,,,0.7025,False
companyvbet,,,0.5647,False
comparative,,,0.731,False
compatibility,,,0.4499,False
compatible,,,0.3638,False
compelling,,,0.4111,False
compensation 12 hr,,,0.573,False
competencies coordination manages,,,0.5888,False
competency,,,0.5435,False
competency microservice,,,0.4856,False
competency modern programming,,,0.6633,False
competency troubleshooting,,,0.5043,False
competency writing clean,,,0.5405,False
competent fiori development,,,0.3558,False
competition formats,,,0.6609,False
competition management recovery,,,0.6746,False
competitive,,,0.6435,False
competitive analysis,http://data.europa.eu/esco/skill/7049ac98-0368-4bb2-84d4-5366d1c0f2ac,conduct online competitive analysis,0.7962,True
competitive analysis conduct,http://data.europa.eu/esco/skill/7049ac98-0368-4bb2-84d4-5366d1c0f2ac,conduct online competitive analysis,0.8219,True
competitive salary,,,0.5427,False
competitive starting salary,,,0.4882,False
competitive technology passionate,,,0.5485,False
competitor,,,0.6712,False
competitors,,,0.6539,False
competências formação,,,0.4377,False
compiler,,,0.684,False
compiler construction,,,0.6148,False
compiler construction aim,,,0.5792,False
compiler design,,,0.5871,False
compiler design introduction,,,0.539,False
compiler design phases,,,0.5429,False
compiler object,,,0.5327,False
compiler object oriented,http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,use object-oriented programming,0.7765,True
compilers,,,0.645,False
compilers design,,,0.5708,False
compilers examine certain,,,0.5002,False
compilers operating systems,,,0.7207,False
complaints enterprise level,,,0.643,False
complaints pile telgorithm,,,0.5967,False
complete individual,,,0.4788,False
complete metric,,,0.4928,False
complete safety training,http://data.europa.eu/esco/skill/0b04874c-7fa7-4646-9549-495bc8889910,provide on-board safety training,0.7658,True
completed,,,0.3363,False
completed combinations,,,0.4613,False
completed combinations tools,,,0.5447,False
completed using,,,0.4487,False
completeness,,,0.4659,False
completeness approximation,,,0.3322,False
completeness approximation algorithms,,,0.5648,False
completeness design documentation,,,0.5371,False
completeness familiarize schematics,,,0.4408,False
completeness programming prolog,http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985,Prolog (computer programming),0.796,True
completeness schematics,,,0.4515,False
completeness schematics functional,,,0.4479,False
completion capstone,,,0.3819,False
completion capstone thesis,,,0.3936,False
completion workshop store,,,0.5999,False
