experiment,experiment_label,university,program,degree,relevant_roles,n_program_skills,n_job_skills,n_overlap,full_coverage_pct,role_coverage_pct,role_n_overlap,role_n_job_skills,n_gap,n_surplus
E5_hybrid_T1,E5: Hybrid Tier-1 only,National Polytechnic University of Armenia,Information Security,Bachelor,Security,29,1601,8,0.5,0.0,0.0,101.0,1593,21
E5_hybrid_T1,E5: Hybrid Tier-1 only,National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",24,1601,5,0.31,0.47,4.0,858.0,1596,19
E5_hybrid_T1,E5: Hybrid Tier-1 only,National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",27,1601,4,0.25,0.12,1.0,858.0,1597,23
E5_hybrid_T1,E5: Hybrid Tier-1 only,National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",18,1601,8,0.5,0.5,8.0,1601.0,1593,10
E5_hybrid_T1,E5: Hybrid Tier-1 only,National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",43,1601,10,0.62,1.08,8.0,742.0,1591,33
E5_hybrid_T1,E5: Hybrid Tier-1 only,National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",49,1601,13,0.81,0.81,6.0,742.0,1588,36
E5_hybrid_T1,E5: Hybrid Tier-1 only,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",16,1601,0,0.0,0.0,0.0,584.0,1601,16
E5_hybrid_T1,E5: Hybrid Tier-1 only,National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",47,1601,6,0.37,0.37,6.0,1601.0,1595,41
E5_hybrid_T1,E5: Hybrid Tier-1 only,National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",27,1601,6,0.37,0.37,6.0,1601.0,1595,21
E5_hybrid_T1,E5: Hybrid Tier-1 only,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",39,1601,4,0.25,0.47,4.0,858.0,1597,35
E5_hybrid_T1,E5: Hybrid Tier-1 only,National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",27,1601,6,0.37,0.9,4.0,446.0,1595,21
E5_hybrid_T1,E5: Hybrid Tier-1 only,Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",43,1601,8,0.5,0.5,8.0,1601.0,1593,35
E5_hybrid_T1,E5: Hybrid Tier-1 only,Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",46,1601,9,0.56,0.56,9.0,1601.0,1592,37
E5_hybrid_T1,E5: Hybrid Tier-1 only,Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",25,1601,8,0.5,0.9,8.0,886.0,1593,17
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,49,1601,6,0.37,1.14,4.0,351.0,1595,43
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Applied Statistics and Data Science,Master,Data / ML / AI,30,1601,8,0.5,1.71,6.0,351.0,1593,22
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Blockchain and Digital Currencies,Master,"Software Engineering, Data / ML / AI",17,1601,4,0.25,0.45,4.0,886.0,1597,13
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Data Processing in Physics and Artificial Intelligence,Bachelor,Data / ML / AI,96,1601,10,0.62,1.14,4.0,351.0,1591,86
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Data Science in Business,Master,Data / ML / AI,23,1601,12,0.75,2.85,10.0,351.0,1589,11
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,"Data / ML / AI, Software Engineering",40,1601,6,0.37,0.45,4.0,886.0,1595,34
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Informatics and Applied Mathematics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",71,1601,3,0.19,0.19,3.0,1601.0,1598,68
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Informatics and Applied Mathematics (Part time),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",72,1601,3,0.19,0.19,3.0,1601.0,1598,69
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Information Security,Bachelor,Security,60,1601,6,0.37,0.99,1.0,101.0,1595,54
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Information Systems Development,Master,"IT Support / Admin / ERP, Software Engineering",39,1601,11,0.69,0.93,8.0,858.0,1590,28
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Information Systems Management,Master,"IT Support / Admin / ERP, Technical Management",33,1601,8,0.5,0.9,4.0,446.0,1593,25
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,"Software Engineering, DevOps / Cloud",38,1601,14,0.87,0.87,7.0,802.0,1587,24
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,"Data / ML / AI, Software Engineering",35,1601,6,0.37,0.34,3.0,886.0,1595,29
E5_hybrid_T1,E5: Hybrid Tier-1 only,Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,101,1601,8,0.5,0.67,1.0,150.0,1593,93
E5_hybrid,E5: Full hybrid (T1+T2),American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",293,1601,60,3.75,3.75,60.0,1601.0,1541,233
E5_hybrid,E5: Full hybrid (T1+T2),American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",326,1601,78,4.87,4.87,78.0,1601.0,1523,248
E5_hybrid,E5: Full hybrid (T1+T2),American University of Armenia,Data Science,Bachelor,Data / ML / AI,194,1601,51,3.19,11.4,40.0,351.0,1550,143
E5_hybrid,E5: Full hybrid (T1+T2),American University of Armenia,Engineering Sciences,Bachelor,"Hardware / Embedded, Software Engineering",209,1601,17,1.06,1.03,8.0,774.0,1584,192
E5_hybrid,E5: Full hybrid (T1+T2),American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,90,1601,7,0.44,,,,1594,83
E5_hybrid,E5: Full hybrid (T1+T2),American University of Armenia,General Education,General,unmapped,110,1601,20,1.25,,,,1581,90
E5_hybrid,E5: Full hybrid (T1+T2),American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",190,1601,41,2.56,5.38,24.0,446.0,1560,149
E5_hybrid,E5: Full hybrid (T1+T2),National Polytechnic University of Armenia,Computer Engineering,Bachelor,"Hardware / Embedded, Software Engineering",138,1601,25,1.56,1.94,15.0,774.0,1576,113
E5_hybrid,E5: Full hybrid (T1+T2),National Polytechnic University of Armenia,Computer Engineering,Master,"Hardware / Embedded, Software Engineering",122,1601,29,1.81,2.07,16.0,774.0,1572,93
E5_hybrid,E5: Full hybrid (T1+T2),National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",190,1601,29,1.81,1.81,29.0,1601.0,1572,161
E5_hybrid,E5: Full hybrid (T1+T2),National Polytechnic University of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",97,1601,8,0.5,0.5,8.0,1601.0,1593,89
E5_hybrid,E5: Full hybrid (T1+T2),National Polytechnic University of Armenia,Information Security,Bachelor,Security,128,1601,42,2.62,10.89,11.0,101.0,1559,86
E5_hybrid,E5: Full hybrid (T1+T2),National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",174,1601,38,2.37,3.03,26.0,858.0,1563,136
E5_hybrid,E5: Full hybrid (T1+T2),National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",114,1601,28,1.75,1.98,17.0,858.0,1573,86
E5_hybrid,E5: Full hybrid (T1+T2),National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",142,1601,51,3.19,3.19,51.0,1601.0,1550,91
E5_hybrid,E5: Full hybrid (T1+T2),National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",222,1601,60,3.75,6.87,51.0,742.0,1541,162
E5_hybrid,E5: Full hybrid (T1+T2),National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",228,1601,70,4.37,5.93,44.0,742.0,1531,158
E5_hybrid,E5: Full hybrid (T1+T2),National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",85,1601,7,0.44,0.86,5.0,584.0,1594,78
E5_hybrid,E5: Full hybrid (T1+T2),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",239,1601,40,2.5,2.5,40.0,1601.0,1561,199
E5_hybrid,E5: Full hybrid (T1+T2),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",129,1601,33,2.06,2.06,33.0,1601.0,1568,96
E5_hybrid,E5: Full hybrid (T1+T2),National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",191,1601,36,2.25,3.03,26.0,858.0,1565,155
E5_hybrid,E5: Full hybrid (T1+T2),National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",124,1601,48,3.0,4.48,20.0,446.0,1553,76
E5_hybrid,E5: Full hybrid (T1+T2),Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",217,1601,25,1.56,1.56,25.0,1601.0,1576,192
E5_hybrid,E5: Full hybrid (T1+T2),Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",330,1601,60,3.75,3.75,60.0,1601.0,1541,270
E5_hybrid,E5: Full hybrid (T1+T2),Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",125,1601,29,1.81,3.05,27.0,886.0,1572,96
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,265,1601,24,1.5,5.41,19.0,351.0,1577,241
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Applied Statistics and Data Science,Master,Data / ML / AI,173,1601,35,2.19,8.26,29.0,351.0,1566,138
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Blockchain and Digital Currencies,Master,"Software Engineering, Data / ML / AI",85,1601,14,0.87,1.24,11.0,886.0,1587,71
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Data Processing in Physics and Artificial Intelligence,Bachelor,Data / ML / AI,329,1601,28,1.75,4.27,15.0,351.0,1573,301
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Data Science in Business,Master,Data / ML / AI,119,1601,50,3.12,10.83,38.0,351.0,1551,69
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,"Data / ML / AI, Software Engineering",167,1601,23,1.44,1.81,16.0,886.0,1578,144
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Informatics and Applied Mathematics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",262,1601,30,1.87,1.87,30.0,1601.0,1571,232
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Informatics and Applied Mathematics (Part time),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",270,1601,24,1.5,1.5,24.0,1601.0,1577,246
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Information Security,Bachelor,Security,275,1601,40,2.5,10.89,11.0,101.0,1561,235
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Information Systems Development,Master,"IT Support / Admin / ERP, Software Engineering",173,1601,64,4.0,5.24,45.0,858.0,1537,109
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Information Systems Management,Master,"IT Support / Admin / ERP, Technical Management",172,1601,60,3.75,5.61,25.0,446.0,1541,112
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,"Software Engineering, DevOps / Cloud",174,1601,41,2.56,2.74,22.0,802.0,1560,133
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,"Data / ML / AI, Software Engineering",150,1601,16,1.0,1.47,13.0,886.0,1585,134
E5_hybrid,E5: Full hybrid (T1+T2),Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,413,1601,30,1.87,2.67,4.0,150.0,1571,383
E3a_tfidf,E3a: TF-IDF on descriptions,American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",485,2862,45,1.57,1.57,45.0,2862.0,2817,440
E3a_tfidf,E3a: TF-IDF on descriptions,American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",608,2862,89,3.11,3.11,89.0,2862.0,2773,519
E3a_tfidf,E3a: TF-IDF on descriptions,American University of Armenia,Data Science,Bachelor,Data / ML / AI,326,2862,46,1.61,5.28,33.0,625.0,2816,280
E3a_tfidf,E3a: TF-IDF on descriptions,American University of Armenia,Engineering Sciences,Bachelor,"Hardware / Embedded, Software Engineering",343,2862,26,0.91,0.85,13.0,1522.0,2836,317
E3a_tfidf,E3a: TF-IDF on descriptions,American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,237,2862,17,0.59,,,,2845,220
E3a_tfidf,E3a: TF-IDF on descriptions,American University of Armenia,General Education,General,unmapped,273,2862,30,1.05,,,,2832,243
E3a_tfidf,E3a: TF-IDF on descriptions,American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",315,2862,27,0.94,1.59,10.0,627.0,2835,288
E3a_tfidf,E3a: TF-IDF on descriptions,National Polytechnic University of Armenia,Computer Engineering,Bachelor,"Hardware / Embedded, Software Engineering",219,2862,26,0.91,1.05,16.0,1522.0,2836,193
E3a_tfidf,E3a: TF-IDF on descriptions,National Polytechnic University of Armenia,Computer Engineering,Master,"Hardware / Embedded, Software Engineering",165,2862,29,1.01,1.25,19.0,1522.0,2833,136
E3a_tfidf,E3a: TF-IDF on descriptions,National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",301,2862,28,0.98,0.98,28.0,2862.0,2834,273
E3a_tfidf,E3a: TF-IDF on descriptions,National Polytechnic University of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",161,2862,14,0.49,0.49,14.0,2862.0,2848,147
E3a_tfidf,E3a: TF-IDF on descriptions,National Polytechnic University of Armenia,Information Security,Bachelor,Security,162,2862,23,0.8,5.31,6.0,113.0,2839,139
E3a_tfidf,E3a: TF-IDF on descriptions,National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",305,2862,40,1.4,1.61,27.0,1677.0,2822,265
E3a_tfidf,E3a: TF-IDF on descriptions,National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",199,2862,26,0.91,0.95,16.0,1677.0,2836,173
E3a_tfidf,E3a: TF-IDF on descriptions,National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",236,2862,46,1.61,1.61,46.0,2862.0,2816,190
E3a_tfidf,E3a: TF-IDF on descriptions,National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",384,2862,56,1.96,2.91,48.0,1647.0,2806,328
E3a_tfidf,E3a: TF-IDF on descriptions,National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",351,2862,52,1.82,2.19,36.0,1647.0,2810,299
E3a_tfidf,E3a: TF-IDF on descriptions,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",139,2862,10,0.35,0.32,3.0,925.0,2852,129
E3a_tfidf,E3a: TF-IDF on descriptions,National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",610,2862,45,1.57,1.57,45.0,2862.0,2817,565
E3a_tfidf,E3a: TF-IDF on descriptions,National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",211,2862,25,0.87,0.87,25.0,2862.0,2837,186
E3a_tfidf,E3a: TF-IDF on descriptions,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",614,2862,49,1.71,2.15,36.0,1677.0,2813,565
E3a_tfidf,E3a: TF-IDF on descriptions,National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",229,2862,33,1.15,2.07,13.0,627.0,2829,196
E3a_tfidf,E3a: TF-IDF on descriptions,Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",542,2862,36,1.26,1.26,36.0,2862.0,2826,506
E3a_tfidf,E3a: TF-IDF on descriptions,Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",645,2862,63,2.2,2.2,63.0,2862.0,2799,582
E3a_tfidf,E3a: TF-IDF on descriptions,Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",240,2862,28,0.98,1.14,21.0,1850.0,2834,212
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,717,2862,57,1.99,4.64,29.0,625.0,2805,660
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Applied Statistics and Data Science,Master,Data / ML / AI,318,2862,40,1.4,2.72,17.0,625.0,2822,278
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Blockchain and Digital Currencies,Master,"Software Engineering, Data / ML / AI",155,2862,27,0.94,1.19,22.0,1850.0,2835,128
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Data Processing in Physics and Artificial Intelligence,Bachelor,Data / ML / AI,791,2862,36,1.26,3.04,19.0,625.0,2826,755
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Data Science in Business,Master,Data / ML / AI,242,2862,34,1.19,4.0,25.0,625.0,2828,208
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,"Data / ML / AI, Software Engineering",351,2862,21,0.73,0.76,14.0,1850.0,2841,330
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Informatics and Applied Mathematics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",797,2862,37,1.29,1.29,37.0,2862.0,2825,760
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Informatics and Applied Mathematics (Part time),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",833,2862,39,1.36,1.36,39.0,2862.0,2823,794
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Information Security,Bachelor,Security,713,2862,46,1.61,10.62,12.0,113.0,2816,667
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Information Systems Development,Master,"IT Support / Admin / ERP, Software Engineering",367,2862,34,1.19,1.61,27.0,1677.0,2828,333
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Information Systems Management,Master,"IT Support / Admin / ERP, Technical Management",369,2862,41,1.43,2.23,14.0,627.0,2821,328
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,"Software Engineering, DevOps / Cloud",372,2862,35,1.22,1.62,27.0,1671.0,2827,337
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,"Data / ML / AI, Software Engineering",355,2862,22,0.77,0.86,16.0,1850.0,2840,333
E3a_tfidf,E3a: TF-IDF on descriptions,Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,908,2862,49,1.71,11.32,18.0,159.0,2813,859
E3b_keybert,E3b: KeyBERT on descriptions,American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",364,4154,30,0.72,0.72,30.0,4154.0,4124,334
E3b_keybert,E3b: KeyBERT on descriptions,American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",497,4154,41,0.99,0.99,41.0,4154.0,4113,456
E3b_keybert,E3b: KeyBERT on descriptions,American University of Armenia,Data Science,Bachelor,Data / ML / AI,284,4154,24,0.58,1.47,12.0,818.0,4130,260
E3b_keybert,E3b: KeyBERT on descriptions,American University of Armenia,Engineering Sciences,Bachelor,"Hardware / Embedded, Software Engineering",281,4154,11,0.26,0.56,11.0,1957.0,4143,270
E3b_keybert,E3b: KeyBERT on descriptions,American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,212,4154,9,0.22,,,,4145,203
E3b_keybert,E3b: KeyBERT on descriptions,American University of Armenia,General Education,General,unmapped,249,4154,17,0.41,,,,4137,232
E3b_keybert,E3b: KeyBERT on descriptions,American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",274,4154,21,0.51,0.56,4.0,720.0,4133,253
E3b_keybert,E3b: KeyBERT on descriptions,National Polytechnic University of Armenia,Computer Engineering,Bachelor,"Hardware / Embedded, Software Engineering",186,4154,19,0.46,0.72,14.0,1957.0,4135,167
E3b_keybert,E3b: KeyBERT on descriptions,National Polytechnic University of Armenia,Computer Engineering,Master,"Hardware / Embedded, Software Engineering",143,4154,21,0.51,0.66,13.0,1957.0,4133,122
E3b_keybert,E3b: KeyBERT on descriptions,National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",238,4154,22,0.53,0.53,22.0,4154.0,4132,216
E3b_keybert,E3b: KeyBERT on descriptions,National Polytechnic University of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",128,4154,5,0.12,0.12,5.0,4154.0,4149,123
E3b_keybert,E3b: KeyBERT on descriptions,National Polytechnic University of Armenia,Information Security,Bachelor,Security,143,4154,19,0.46,3.21,5.0,156.0,4135,124
E3b_keybert,E3b: KeyBERT on descriptions,National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",249,4154,25,0.6,0.87,18.0,2071.0,4129,224
E3b_keybert,E3b: KeyBERT on descriptions,National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",153,4154,22,0.53,0.68,14.0,2071.0,4132,131
E3b_keybert,E3b: KeyBERT on descriptions,National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",191,4154,32,0.77,0.77,32.0,4154.0,4122,159
E3b_keybert,E3b: KeyBERT on descriptions,National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",306,4154,44,1.06,1.82,37.0,2028.0,4110,262
E3b_keybert,E3b: KeyBERT on descriptions,National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",276,4154,40,0.96,1.33,27.0,2028.0,4114,236
E3b_keybert,E3b: KeyBERT on descriptions,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",141,4154,8,0.19,0.34,4.0,1188.0,4146,133
E3b_keybert,E3b: KeyBERT on descriptions,National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",453,4154,45,1.08,1.08,45.0,4154.0,4109,408
