source,source_type,source_url,job_title,company_name,location,employment_type,seniority_level,industries,posting_date,deadline,skills_tags,full_text,it_filter_decision,it_role_group,it_filter_reason,it_tech_text_score
linkedin,aggregator,https://am.linkedin.com/jobs/view/senior-staff-software-developer-kotlin-multiplatform-tooling-at-jetbrains-4356093928?refId=dS8nJqSayPlU4k3b7gYxeA%3D%3D&trackingId=uKPSDvGdqPwk%2F%2FT6oOuX0g%3D%3D&position=20&pageNum=6,Senior/Staff Software Developer - Kotlin Multiplatform Tooling,JetBrains,"Yerevan, Yerevan, Armenia",Full-time,Mid-Senior level,Software Development,2026-03-11,,,"At JetBrains, code is our passion. Ever since we started, back in 2000, we have been striving to make the strongest, most effective developer tools on earth. By automating routine checks and corrections, our tools speed up production, freeing developers to grow, discover, and create.

Kotlin is a modern programming language created by JetBrains that targets the Java, Android, JavaScript, and native platforms. Kotlin has been rapidly gaining popularity since 2016 – it is now the official language for Android development and is supported in many frameworks, engines, and tools.

With Kotlin Multiplatform and Compose Multiplatform, our goal is to empower Android developers to build the best multiplatform apps. The Kotlin Multiplatform Tooling team is responsible for building tools that make this easier than ever. We’re developing Kotlin Multiplatform plugins for both IntelliJ IDEA and Android Studio, while also working on IntelliJ IDEA’s Android support, KDoctor, and the Kotlin Multiplatform wizard.

We're currently looking for a passionate Android developer who can share their experience and perspective with us and who wants to start building the tools they've always wished existed. We're a friendly and international team open to all applicants who share our passion for code.

As Part Of Our Team, You Will

Improve our Android tooling for Kotlin Multiplatform and Compose inside IntelliJ IDEA and Android Studio.Help make the Android plugin available for IntelliJ IDEA.Write high-quality code and documentation.Maintain quality by participating in code reviews and improving test automation.Be an active participant in team discussions, decisions, and planning sessions.

We'd love to have you on our team if you: 

Have a strong professional background developing real-world Android apps.Display excellent programming skills in Kotlin or Java, with a thorough understanding of algorithms, data structures, and thread-safe programming.Have a deep understanding of the Android ecosystem and community.Can communicate and collaborate proficiently in English.

Nice To Have

You have any experience in IDE or tool development.

We are an equal opportunity employer

We know great ideas can come from anyone, anywhere. That’s why we do our best to create an open and inclusive workplace – one that welcomes everyone regardless of their background, identity, religion, age, accessibility needs, or orientation.

We process the data provided in your job application in accordance with the Recruitment Privacy Policy.

",keep,Backend,title matched Backend,5
linkedin,aggregator,https://am.linkedin.com/jobs/view/senior-application-security-engineer-at-brainrocket-4378191651?refId=Sea%2FLAshEfgvzg8elCZJ0w%3D%3D&trackingId=ogOKEeugOsxCzMhMQYTnWw%3D%3D&position=22&pageNum=5,Senior Application Security Engineer,BrainRocket,"Yerevan, Yerevan, Armenia",Full-time,Mid-Senior level,"Financial Services, Gambling Facilities and Casinos, and Computer Games",2026-03-03,,,"We’re BrainRocket — an international software development and digital solutions company driven by 1,300 talented professionals across Cyprus, Malta, and Portugal.Here, everything moves at rocket speed: driving innovation, pioneering projects, and fast-tracking careers.Together, we turn ideas into action — let’s get started!
We invite a Senior Application Security Engineer to join our team in Yerevan, Armenia.
🌎 Global Remote: Available for Senior roles in selected jurisdictions.
✅ Responsibilities:✔️ Demonstrated ability to collaborate with other teams to achieve complex objectives.✔️ Responsible for security architecture design from cloud infrastructure to application through the implementation of ""secure by design"" principles.✔️ Collaborate with product managers, architects, and developers on the implementation of the security controls platform ecosystem and products.✔️ Proof security implementations within infrastructure and application deployment manifests and the CI/CD pipelines.✔️ Define required policies, controls, and capabilities for the protection of products and environments.✔️ Build and validate declarative threat models automation.✔️ Participate in engineering teams’ product planning cycles and committees.✔️ Oversee the product security aspects for migration of products and services from Data Center to public cloud, e.g., AWS.✔️ Serve as a trusted cyber security advisor to product and application teams.
✅ Requirements:✔️ Minimum of 3 years experience as an Application Security Engineer.✔️ Experience integrating security scanning/tooling into development pipeline.✔️ Experience in analyzing and securing microservices and applications developed using Javascript and Typescript.✔️ Experience with CI/CD pipelines (such as Gitlab, Jenkins) and infrastructure-as-a-code models (such as Terraform, Helm, or CloudFormation).✔️ Hands-on development experience in Python/shell scripting.✔️ Strong understanding of supply chain security, software integrity, and secure software delivery.✔️ Experience with docker and mesh technologies (such as ISTIO).✔️ Experience with architecture and security reviews, threat modeling and applications risk highly desired.✔️ Experience working with Agile methodologies.✔️ Knowledge of privacy laws and regulations, such as GDPR desired.✔️ Familiarity with industry regulations, frameworks, and practices. For example, PCI, ISO 27001, NIST, etc.
✅ PREFERRED QUALIFICATIONS:✔️ In-depth experience with architecting secure services on Kubernetes.✔️ Extensive experience with architecting secure services on AWS or on-prem data centers.✔️ Security-related professional certifications e.g., CISSP, CISM, CCSK, CCSP, CEH is highly desirable.
✅ We offer excellent benefits, including but not limited to:🧑🏻 💻 Learning and development opportunities and interesting, challenging tasks.📚 Opportunity to develop language skills, with partial compensation for the cost of English classes.🏝 Time for proper rest, with 24 working days of annual vacation.📈 Competitive remuneration level with annual review.🤝 Teambuilding activities.
Bold moves start here. Make yours. Apply today!",keep,Security,title matched Security,13
linkedin,aggregator,https://am.linkedin.com/jobs/view/senior-software-engineer-c%2B%2B-at-align-technology-4382271633?refId=dS8nJqSayPlU4k3b7gYxeA%3D%3D&trackingId=mDZTj2Frl09Q0pzBtCGmYQ%3D%3D&position=16&pageNum=6,"Senior Software Engineer, C++",Align Technology,"Yerevan, Yerevan, Armenia",Full-time,Mid-Senior level,Medical Equipment Manufacturing,2026-03-10,,,"Department: Research & Development

Location: EMEA-Armenia-Yerevan

Description

This position is ideal for experienced C++ engineers to join our team in C++ platform of automated treatment planning software for our Invisalign products. You will join a team responsible for the core of cross-platform 3D CAD software. As a Sr. Software Engineer, you will participate in … in high quality modern C++ code in a regulated environment.

Key Responsibilities

Work in an agile team of developers and SQAs and collaborate with other development teams.Write high quality idiomatic C++ 17 code with full test coverage.Write technical documentation for newly implemented functionality.Interact closely with clinical experts, project managers, and product owners, to understand problems, analyze specifications, formalize functional requirements, and prepare and deliver technical presentations and demos.Work on clinical data model transformation in safe and robust mannerProactively decrease technical debt in the existing codebaseInvestigate and implement bug fixes and identify opportunities for code refactoring and reliability and performance improvements.Research and propose new technologies suitable to increase code quality, create prototypes and proofs of concept.Take part in internal coding standards evolution.Participate in architectural design and project planning, design and sizing, and code and design reviews.Follow architectural, quality, and regulatory guidelines for medical device software development, demonstrate technical leadership, assist and mentor other developers, and uphold high standards of trust, responsibility, and professionalism.Identify/mitigate risks and participate in production monitoring and support as needed.

Skills, Knowledge & Expertise

Education: Bachelor’s or Master’s degree in Computer Science, Applied Mathematics, or related field.

Experience

8+ years of professional experience in similar positions, developing enterprise / commercial software, preferably in agile SDLC.5+ years of practical experience and excellent knowledge of modern C++ development (C++17 and above)

Skills:

Strong proficiency in C++ (17 or newer) and STLKnowledge of Python.Experience in Windows developmentExperience in Linux developmentHighly motivated, creative, self-starter, with excellent organizational, communication and interpersonal skills and a “can do” attitude.Ability to work on open-ended research problems.

Complementary skills:

Experience with MS Visual Studio and MSBuildExperience in cross-platform developmentKnowledge of GitExperience with C++ unit testing frameworks (e.g. Google Test).Experience with Conan package managerExperience in legacy code refactoring and modernizationExperience in CI/CD pipelines and knowledge of tools, methodologies, and frameworks for automatic software testing and monitoring.Cloud-based (AWS) software developmentMathematical background, and knowledge of optimization methods, linear algebra, analytical geometry, and/or 3D graphics on a university level.Experience working in highly regulated industries (such as Banking, Financial, Healthcare, Medical Devices, Aerospace, etc.)

Applicant Privacy Policy

Review our Applicant Privacy Policyfor additional information.

Equal Opportunity Statement

Align Technology is an equal opportunity employer. We are committed to providing equal employment opportunities in all our practices, without regard to race, color, religion, sex, national origin, ancestry, marital status, protected veteran status, age, disability, sexual orientation, gender identity or expression, or any other legally protected category. Applicants must be legally authorized to work in the country for which they are applying, and employment eligibility will be verified as a condition of hire.",keep,Backend,title matched Backend,6
linkedin,aggregator,https://am.linkedin.com/jobs/view/lead-abap-developer-with-mdg-knowledge-at-epam-systems-4289616338?refId=dS8nJqSayPlU4k3b7gYxeA%3D%3D&trackingId=GOFesp%2BUwQjuTsyToBH%2F%2BQ%3D%3D&position=24&pageNum=6,Lead ABAP Developer with MDG knowledge,EPAM Systems,"Yerevan, Yerevan, Armenia",Full-time,Mid-Senior level,IT Services and IT Consulting and Software Development,2026-03-09,,,"We are looking for a seasoned Key Developer with SAP MDM/MDG knowledge to join our dynamic team. This endeavor requires the collaboration of technical architects and business stakeholders, aiming to craft innovative solutions for data modeling, data cleansing, and data quality management. We seek an individual who possesses the expertise and drive to make a significant impact.As a Lead SAP MDG Developer, you will play a pivotal role in our project's success. We envision the ideal candidate as someone with extensive experience in SAP MDM/MDG. In this fully remote role, you will find yourself immersed in a collaborative environment, working together with a diverse team of professionals. If you are seeking a challenging opportunity to make a tangible impact on a customer's SAP MDM/MDG project, we encourage you to apply. This is a fully remote position that offers you the flexibility to work from any location in Armenia, whether it's your home or well-equipped offices in Yerevan or Gyumri.  ResponsibilitiesDesign, develop and implement SAP MDM/MDG solutions tailored to the customer project's unique requirementsEngage in close collaboration with technical architects and business stakeholders to meticulously define project specificationsTake an active role in code review sessions, providing valuable guidance and mentorship to junior developers when necessaryEmploy your expertise in data modeling, data quality management, and data governance tools to ensure the project's successMaintain a vigilant eye on project progress, diligently tracking and reporting status updates to both stakeholders and management RequirementsExperience with ABAP in S4/Hana, showcasing your technical proficiencyStrong grasp of SAP Master Data Governance (MDG) solution, with a track record of successful implementationsExperience with SAP MDM and SAP MDG configuration, demonstrating your practical knowledgeExpertise in designing and developing SAP MDG solutions, particularly in the realm of vendor managementCommunication skills and a knack for creative problem-solvingProficiency in the English language, at a B2 level or above Nice to haveExposure to agile project delivery methodologies We offerWe connect like-minded peopleDelivering innovative solutions to industry leaders, making a global impactEnjoyable working environment, whether it is the vibrant office or the comfort of your homeOpportunity to work abroad for up to two months per yearRelocation opportunities within our offices in 55+ countriesCorporate and social eventsWe invest in your growthLeadership development, career advising, soft skills and well-being programsCertifications, including GCP, Azure and AWSUnlimited access to LinkedIn Learning and UdemyFree English classes with certified teachersWe cover it allParticipation in the Employee Stock Purchase PlanMonetary bonuses for engaging in the referral programComprehensive medical & family care packageFour trust days per year for personal needsDiscounts for fitness clubsBenefits package (hotels, restaurants, stores and services) EPAM Armenia is a team of talented innovators united by a passion for technology. In 2014, we opened our first office in Yerevan, and now we have a second engineering hub in Gyumri. We've built a continuously learning organization that helps its employees rapidly advance their careers. Here you will work with the world's industry leaders, support impactful projects using the latest technologies, collaborate with multi-national teams, and have access to a wide variety of development opportunities. ",keep,General IT,text had 5 technical signals,5
linkedin,aggregator,https://am.linkedin.com/jobs/view/senior-sap-ui5-fiori-developer-relocation-to-cyprus-at-epam-systems-4355916107?refId=dS8nJqSayPlU4k3b7gYxeA%3D%3D&trackingId=oZKLO%2BXia8KyUziOwj1NZA%3D%3D&position=15&pageNum=6,Senior SAP UI5/Fiori Developer (relocation to Cyprus),EPAM Systems,Armenia,Full-time,Mid-Senior level,IT Services and IT Consulting and Software Development,2026-03-19,,,"We are looking for a proactive and skilled Senior SAP UI5/Fiori Developer to join our team in Nicosia to design, develop and implement SAP UI5/Fiori applications based on business requirements. In this role, you will be responsible for customizing and extending standard Fiori applications using SAP UI5.This position offers a hybrid setup with the flexibility to work from any location in Cyprus, whether it's your home or our office in Nicosia. ResponsibilitiesDevelop UI based on SAP UI5Integrate SAP UI5/Fiori apps with SAP front-end systemsCollaborate with functional consultants and business users to gather requirements and translate them into technical solutionsPerform unit testing, troubleshooting and bug fixing for UI5/Fiori applicationsEnsure responsive design and cross-browser compatibility of applicationsMaintain documentation for developed solutions and provide user support and training as neededStay updated with the latest SAP UI5/Fiori trends, tools and best practices RequirementsAt least 5 years of experience with SAP UI5, JavaScript, HTML5, CSS3 and jQueryGood experience with REST API implementationGood understanding of Domain-Driven DesignPractical knowledge of modern software engineering includes coding standards, code reviews, source control management, build processes, testing and releasingFamiliarized with the usage of agile methods like test-driven development, continuous integration & deliveryExcellent English communication skills with the ability to work seamlessly in an international team Nice to haveGood understanding of SAP cloud services and productsFamiliarity of SAP HANA We offerPrivate healthcare insuranceGlobal travel medical and accident insuranceRegular performance assessmentsReferral bonusesFamily friendly initiativesLearning and development opportunities including in-house training and coaching, professional certifications, over 22,000 courses on LinkedIn Learning Solutions and much more*All benefits and perks are subject to certain eligibility requirements",keep,Backend,title matched Backend,3
linkedin,aggregator,https://am.linkedin.com/jobs/view/senior-software-engineer-ruby-ror-at-workato-4380110065?refId=dS8nJqSayPlU4k3b7gYxeA%3D%3D&trackingId=plqFnnA%2FOqBVMvInsfvmyw%3D%3D&position=14&pageNum=6,Senior Software Engineer (Ruby/RoR),Workato,"Yerevan, Yerevan, Armenia",Full-time,Mid-Senior level,Software Development,2026-03-03,,,"About Workato

Workato transforms technology complexity into business opportunity. As the leader in enterprise orchestration, Workato helps businesses globally streamline operations by connecting data, processes, applications, and experiences. Its AI-powered platform enables teams to navigate complex workflows in real-time, driving efficiency and agility.

Trusted by a community of 400,000 global customers, Workato empowers organizations of every size to unlock new value and lead in today’s fast-changing world. Learn how Workato helps businesses of all sizes achieve more at workato.com.

Why join us?

Ultimately, Workato believes in fostering a flexible, trust-oriented culture that empowers everyone to take full ownership of their roles. We are driven by innovation and looking for team players who want to actively build our company.

But, we also believe in balancing productivity with self-care. That’s why we offer all of our employees a vibrant and dynamic work environment along with a multitude of benefits they can enjoy inside and outside of their work lives.

If this sounds right up your alley, please submit an application. We look forward to getting to know you!

Also, Feel Free To Check Out Why

Business Insider named us an “enterprise startup to bet your career on” Forbes’ Cloud 100 recognized us as one of the top 100 private cloud companies in the world Deloitte Tech Fast 500 ranked us as the 17th fastest growing tech company in the Bay Area, and 96th in North America Quartz ranked us the #1 best company for remote workers 

Responsibilities

We are looking for an exceptional Senior Ruby on Rails Developer to join our growing team. In this role, you will be responsible for building API interfaces and backend infrastructure and collaborating with UI, connectivity and DevOps teams to come up with elegant solutions to complex problems.

In This Role, You Will Also Be Responsible To

Build complex Ruby on Rails applications Build server-side infrastructure for the Workato user interface Contribute to all phases of the development lifecycle Write well-designed, testable, efficient code Evaluate and propose improvements to the existing system Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review 

Requirements

Qualifications / Experience / Technical Skills

5+ years of strong experience developing, shipping and maintaining Rails applications BS/MS degree in Computer Science, Engineering or a related subjectStrong knowledge of Ruby Experience with Redis/Memcache-based caching, RDBMS engines (Postgres)Solid knowledge of object-oriented programming and design Contributions to open source projects are a plus 

Soft Skills / Personal Characteristics

Excellent debugging, analytical, problem-solving, and social skills 

(REQ ID: 2629)",keep,Backend,title matched Backend,2
linkedin,aggregator,https://am.linkedin.com/jobs/view/lead-c%2B%2B-software-engineer-gameplay-at-playrix-4346427397?refId=dS8nJqSayPlU4k3b7gYxeA%3D%3D&trackingId=%2BnpJUYa79e7dT184pa7wrQ%3D%3D&position=12&pageNum=6,Lead C++ Software Engineer (Gameplay),Playrix,Armenia,Full-time,Not Applicable,"Technology, Information and Media and Computer Games",2026-03-16,,,"Playrix — одна из самых успешных компаний по разработке мобильных игр в мире. По доходам среди всех мобильных приложений мы входим в топ-3 в мире, а в Европе мы первые. Наши игры установили 2,3 миллиарда раз (треть населения Земли), каждый день в них играет более 30 миллионов людей по всему миру!У нас большие планы на развитие и рост наших проектов, именно поэтому мы ищем сильнейших экспертов в наши команды разработки.
При этом опыт работы на С++ и/или в геймдеве совсем необязателен: у нас отличная система адаптации для комфортного перехода новичков с Unity и из других индустрий.
Команды разработки для нас - ядро компании, благодаря которому наши игры растут и развиваются уже 21 год.
Lead Software Engineer – драйвер технического развития продукта, который ведет и развивает команду с точки зрения архитектуры, качества, культуры разработки и инженерных практик.
В каждом проекте у нас есть основные направления: Фичевое: разработка событий и мини-игр с нуля (от различных соревнований до мини-игр типа Merge);Техническое: оптимизация, поддержка технической стабильности, SDK (сокращение скорости загрузки, потребление памяти и др.);Match-3 и мета: работа с графикой и основной механикой игры (добавление нового функционала, рефакторинг и оптимизация).
Задачи, которые предстоит решать: People management: ответственность за развитие, найм/увольнение, оценку команды;Развитие процессов внутри команд (как на уровне команды, так и на уровне всей разработки на проекте);Продюсирование: решение сложных технических проблем на проектах, разработка архитектуры решения и обеспечение быстрой реализации;Контроль стабильности и качества программной части игры;Code review и design review;Программирование и рефакторинг игровой логики.
Наш стек:Языки: С++, для единичных задач Lua и Python;Графика: OpenGL ES и Metal;Собственный движок, похожий на Unity или Unreal, который мы постоянно развиваем (почитать о нашем движке);Продвинутый CI/CD, автоматическое тестирование, процессы code review и многое другое;AI-ассистенты: используем Cursor для автоматизации и ускорения разработки (от рутинных задач до планирования и декомпозиции).
Мы ожидаем:Опыт разработки коммерческих проектов на С++ и/или Unity не менее 3 лет,Опыт разработки проектов, выпущенных в production;Опыт управления командой программистов (3+ человек) не менее года.
Будет плюсом:Уверенное владение современными стандартами С++ 14/17, а также STL;Опыт работы с популярными игровыми движками (Unity, Unreal, Godot, Cocos2D, Defold и т.д.);Опыт работы с AI-помощниками для разработки (Cursor, Copilot и др.);Опыт разработки мобильных казуальных игр.
У нас классно, потому что у нас есть:Открытая коммуникация и прозрачность в принятии решений, обмен опытом внутри команд.Фокус на качестве и надежности кода.Упор на развитие продуктового видения у каждого специалиста в компании. Наши разработчики представляют, как та или иная фича будет работать у пользователя, и сами играют в игры, которые разрабатывают.Возможность менять процессы и подходы на более эффективные без долгих согласований и бюрократии.Понятные возможности развития в технического директора, программинг менеджера или проджект менеджера.Мы активно используем Cursor и другие AI-инструменты в процессе разработки — у тебя будет возможность работать на переднем крае технологий, делиться опытом и формировать лучшие практики их применения.
Мы предлагаем:
Гибкость в работе: Для большинства позиций у нас гибкий график и удалённый формат работы. Мы ориентируемся на результат, а не на место или способ выполнения задач.Забота о здоровье и well-being:Предоставляем ДМС для сотрудников и их детей, компенсируем онлайн-сессии с психологом.Сохраняем 100% зарплату во время отпуска или больничного без лишних справок. А для особых случаев предоставляем дополнительные выходные.Поддерживаем здоровый образ жизни и компенсируем покупку спортивных абонементов и подписку на фитнес-приложения.Развитие и обучение:Оплачиваем участие в профильных конференциях и курсах, проводим внутренние конференции.Компенсируем изучение иностранного языка.Ивенты и мерч:Регулярно проводим развлекательные и рабочие мероприятия в офлайн-режиме: встречи команд, крупные корпоративные вечеринки и более лайтовые пати в офисах.Также регулярно проводим развлекательные конкурсы, квизы, хакатоны, спортивные челленджи в режиме онлайн.Собственный магазин мерча с внутренней валютой, где можно купить уникальные подарки. Валюту дарим на значимые даты, также ее можно заработать, участвуя в мероприятиях и брендовых активностях.
Отправляя отклик на нашу вакансию, вы соглашаетесь, что ваши персональные данные, собранные во время собеседований в Playrix, будут обрабатываться в соответствии с условиями (https://playrix.com/candidate-privacy). Вы можете отправить запрос в отношении ваших персональных данных по адресу: job@playrix.com.",keep,Backend,title matched Backend,2
linkedin,aggregator,https://am.linkedin.com/jobs/view/product-designer-aso-specialist-revenue-share-equity-at-individual-entrepreneur-sergey-petrosyan-4382043224?refId=dS8nJqSayPlU4k3b7gYxeA%3D%3D&trackingId=LdrEi7WjGx62MNybPEuR5A%3D%3D&position=25&pageNum=6,Product Designer  / ASO Specialist (Revenue Share / Equity),Individual Entrepreneur Sergey Petrosyan,"Yerevan, Armenia",Other,Entry level,Software Development,2026-03-10,,,"Hi! 👋I’m a solo developer and founder of PixPuzz — Brain training games app, which is available on App Store: https://apps.apple.com/us/app/pixpuzz-brain-games/id6738947031. 
The app has some organic traffic, but the conversion from Impressions → Product Page Views → Downloads is lower than expected.
I’m looking for an ASO Designer to improve the App Store visuals and help grow conversion. This is not a freelance gig, but an early-stage partnership.
Current statusLive iOS app in the App StoreReal impressions and downloads (not zero)Clear understanding of the problem and willingness to iterateGoal: reach profitability within ~12 months
What you’ll doAudit the current product page and competitorsCreate / improve:App iconScreenshots(Optional) Preview videoBuild and test ASO hypothesesCollaborate on conversion optimization across the funnelCollaborate on visual positioning and messaging
Who I’m looking forHands-on experience with ASO and App Store visualsStrong understanding of design-driven conversion, not just aestheticsComfortable working with uncertainty and experimentsInterested in product growth, not one-off tasks
Collaboration model💰 Revenue share: 10–30% of net profit📈 12-month vesting⏱ Flexible schedule, async work🤝 You’ll be the second person on the project, with real impact
ImportantThere is no upfront payment at this stage. This is a high-risk, high-upside partnership. If the app succeeds, we both benefit.If this sounds interesting, reach out with your portfolio, cases, or your thoughts on how you’d improve the app’s ASO.",keep,UX / Product Design,title matched UX / Product Design,1
linkedin,aggregator,https://am.linkedin.com/jobs/view/senior-rtl-design-engineer-at-cisco-4335576744?refId=ifoIvcPtczNyqHNec20wrw%3D%3D&trackingId=7f%2FKfJIi7KybQuwMw6uDdw%3D%3D&position=18&pageNum=6,Senior RTL Design Engineer,Cisco,Armenia,Full-time,Mid-Senior level,Software Development,2025-11-11,,,"This is a hybrid role with four days per week at Cisco’s Yerevan office.

Meet the Team

Join the Silicon One Team at Cisco in Armenia, a group at the forefront of developing Cisco's groundbreaking silicon architecture. We are a collaborative unit focused on pushing the boundaries of ASIC design for advanced process nodes. As part of our team, you will contribute to defining innovative Physical Design methodologies and creating robust flows essential for developing our complex chips. You will also have the opportunity to work firsthand with the Physical Design of intricate chip partitions.

Your Impact

This role offers a unique chance to shape the future of networking innovation within Cisco Silicon One. As a key technical leader, you will drive next-generation silicon architecture development, guide your team in delivering solutions that power advanced global networks, and lead collaboration across multiple teams. You will mentor engineers and influence physical design strategies that set new industry standards. Your expertise will be critical to the successful delivery and continuous improvement of Cisco’s most advanced silicon solutions.

Taking part in all aspects of digital design, from micro-architecture to RTL design and qualification.Sub-system/SoC integration and verification.Review/enhancement of RTL codes.Improve flows and methodologies to streamline IP/SoC development and integration.Work closely with the verification team for complex debugs to resolve verification failures.Close interaction with the physical design team to reach better physical design QoR.

Minimum Qualifications

6+ years of industry experience in ASIC digital design.Proficient in Verilog/System Verilog coding.Experience with front-end tools (Verilog simulators, linting, CDC checkers, synthesis, formal verification).Experience with industry standard interface protocols such as AMBA(AXI, APB, AHB), JTAG etc, memories.Ability to write scripts using Python, Tcl, Make.

Preferred Qualifications

Familiarity with power optimization techniques, power intent (UPF), power estimation.Familiarity with DFT/MBIST is a plus.Good communication skills, self-motivated and well-organized.

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",keep,Hardware / Embedded,title matched Hardware / Embedded,9
linkedin,aggregator,https://am.linkedin.com/jobs/view/customer-support-specialist-at-xometry-4341782589?refId=RbSQHY0inzT%2FRSzxvK%2B4bw%3D%3D&trackingId=gvFo1%2FCuh%2F4mT1LypsglLw%3D%3D&position=5&pageNum=6,Customer Support Specialist,Xometry,"Yerevan, Yerevan, Armenia",Full-time,Entry level,Software Development,2025-12-03,,,"Xometry (NASDAQ: XMTR) powers the industries of today and tomorrow by connecting the people with big ideas to the manufacturers who can bring them to life. Xometry's digital marketplace gives manufacturers the critical resources they need to grow their business while also making it easy for buyers at Fortune 1000 companies to tap into global manufacturing capacity.

We are looking for a Customer Support Specialist who will strengthen our Operations and Customer Service team. The ultimate goal of this role is to manage customer inquiries efficiently, provide solutions to issues, and ensure a smooth experience for our clients throughout their interactions with Xometry.

Responsibilities

Handle incoming customer calls, emails, and messages promptly and professionally. Solve customer issues directly or escalate to the relevant internal teams when necessary. Maintain accurate documentation in internal CRM and support systems. Track customer requests, follow up on pending issues, and ensure timely resolution. Collaborate with internal teams to support process improvements and problem-solving. Contribute to the continuous enhancement of customer service quality. Achieve results and meet service-level expectations despite challenges. 

A Successful Candidate

Primary requirement: Speaks fluently and conducts business correspondence (at level of B2 or higher) in English and German. At least 1 year of relevant experience in customer service, call center, or client-facing roles. Experience working with international clients, preferably UK customers, is a plus. Problem-solving skills and ability to handle unexpected situations. Willingness to work in a fast-growing business environment. Comfortable with digital tools and internal systems for managing customer interactions. Has a comfortable workplace with stable internet access and the ability to participate in conference calls (position is 100% home office). 

Working Conditions

Remote full-time job. Fixed monthly rate depending on career level. Annual bonus. Paid overtime possible if needed. Corporate laptop provided. Free corporate language courses (English). Service Agreement. 

Team Spirit and Company Culture

We work in an open, friendly, and trusting environment that welcomes initiative. Everyone in the Xometry team is ready to help and support in challenging times. We celebrate victories together and value each individual's contribution. 

Development Opportunities

Fast-growing company with new tasks and challenges regularly. Opportunities to develop skills and progress in your career. 

We Care

Ongoing well-being activities for employees. Charity projects worldwide. 

Flexibility

Our speed and adaptability allow us to achieve outstanding results. Flexible processes and planning help us respond effectively to changing conditions. 

Onboarding

Well-structured onboarding plan for new employees combining process, technology, and systems training. 

Xometry is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.

Please read our privacy policy here.

",keep,IT Support / Admin,title matched IT Support / Admin,1
linkedin,aggregator,https://am.linkedin.com/jobs/view/sr-software-engineer-java-at-fortra-4387102154?refId=dS8nJqSayPlU4k3b7gYxeA%3D%3D&trackingId=%2BpalfT%2BsBXg9X70c84lnMA%3D%3D&position=5&pageNum=6,Sr. Software Engineer - Java,Fortra,Armenia,Full-time,Not Applicable,Software Development,2026-03-18,,,"Whether you’re an experienced professional or just getting started, your contributions matter at Fortra. If you’re passionate about tackling meaningful challenges alongside talented team members committed to helping each other succeed, all while having lots of fun, we want to hear from you. We offer competitive benefits and salaries, personal and professional development opportunities, flexibility, and much more!

This position is responsible for enhancing and maintaining existing software products as well as developing new products. The ideal candidate has a strong desire for excellence, regularly takes initiative, works with minimal supervision, confidence in their expertise, collaborative team player and is a creative problem solver.

What You'll Do

Design, develop, document, test, and debug new and existing software systems and/or applications for market sale or large-scale proprietary software for internal use. Design and implement major new features and functionality Identify and evaluate new technologies for implementation. Consult with end user to prototype, refine, test, and debug programs to meet needs. Work within R&D to improve processes and best practices Innovate process solutions and align best practices Monitor for and sometimes enforcement of standardsServe as technical expert on development projects.Participate in full development life cycle including requirements analysis and design. Write technical specifications based on conceptual design and stated business requirements. Diagnose and fix complex product defects within a project or supporting customers. Work with limited supervision on complex projects. Latitude for independent judgment.Assist and mentor less experienced team members. Actively participate in Agile ceremonies. Other duties as assigned. 

Qualifications

Ideally 7+ years of experience in modern software design and delivery, preferably a degree in Programming, Computer Science or related IT field. Strong proficiency in Java, Spring framework, Kafka, Docker, Object and relational databases Solid experience with Java frameworks such as JavaServer Faces (JSF)Proficiency in the design and development of complex features, along with unit and integration tests Familiarity with AWS, Kubernetes, Jenkins, Gradle, Git Knowledge of CI/CD pipelinesExperience working in an Agile software development team (Scrum, Kanban, etc.)Very high level of communication and presentation skills (verbal and written).

At Fortra, we’re breaking the attack chain. Ready to join us? Visit our website to learn more about why employees choose to work for Fortra. Remember to connect with us on LinkedIn.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, veteran or disability status.",keep,Backend,title matched Backend,8
