course_id,university,program_name,program_name_en,program_code,degree_level,course_code,course_name_original,course_name_en,credits,component,semester,description,description_en,prerequisites,assessment,academic_year,source_url,source_language,notes
NPUA-0081,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Տվյալների պաշտպանությունը չարտոված մուտքերից,Data Protection from Unauthorized Access,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0082,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Ցանցային կիրառությունների ծրագրային ապահովում,Software Development for Network Applications,4.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0083,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Ծրագրերի թեստավորում,Software Testing,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0084,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Տեղեկատվական անվտանգության ռիսկերի կառավարում,Information Security Risk Management,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0085,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Կառավարման տեղեկատվական համակարգեր,Management Information Systems,1.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0086,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Հաշվողական մեթոդների կիրառական տեսություն,Applied Theory of Computational Methods,11.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0087,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Ինֆորմացիայի կիրառական տեսություն,Applied Theory of Information,3.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0088,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Բաշխված տեղեկատվական համակարգեր,Distributed Information Systems,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0089,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Տեղեկատվական համակարգերի գործառույթների օպտիմալացում,Optimization of Information System Functions,3.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0090,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Համակարգային վերլուծություն և գոր- ծողությունների հետազոտում,Systems Analysis and Operations Research,13.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0091,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Համակարգերի մոդելավորում,Systems Modeling,13.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0092,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Արհեստական բանականություն և մեքենայական ուսուցում,Artificial Intelligence and Machine Learning,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0093,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Վճիռների կայացման մեթոդներ և Սցենարներ,Decision-Making Methods and Scenarios,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0094,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Տվյալների բազաների կառավարման համակարգեր,Database Management Systems,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0095,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Մեծածավալ տվյալներ,Big Data,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0096,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Բանկային գործի և դրամաշրջանառության օպտիմալացում և ավտոմատացում,Optimization and Automation of Banking Operations and Monetary Circulation,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0097,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Բանկերի ավտոմատացված կառավարում,Automated Management of Banks,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0098,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Ֆինանսաբանկային ավտոմատացված կառավարման համակարգերի նախագծում,Design of Financial and Banking Automated Management Systems,9.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0099,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Ավտոմատացված հաշվապահական Համակարգեր,Automated Accounting Systems,4.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0100,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Բանկային մարքեթինգի ավտոմա- տացված համակարգեր,Automated Systems of Banking Marketing,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0101,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,"Բիզնես գործառույթների կառավարում, էլեկտրոնային կառավարում","Business Function Management, E-Governance",7.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0102,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,"Ֆինանսական, ինվեստիցիոն, ստրատեգիական, համեմատական մենեջմենթի ավտոմատացված համակարգեր","Automated Systems for Financial, Investment, Strategic, and Comparative Management",4.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0103,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Էլեկտրոնային բիզնես և առևտուր,Electronic Business and Commerce,10.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0104,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Ինֆորմացիոն ցանցերի վարչարա րություն,Information Network Management,9.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0105,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Կազմակերպչական կառավարման համակարգերի ինֆորմացիոն և ծրագրային ապահովում,Information and Software Support for Organizational Management Systems,7.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0106,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Ինֆորմացիոն մշակման և կառավարման ավտոմատացված համակարգերի հիմունքներ և նախագծում,Fundamentals and Design of Automated Information Processing and Management Systems,8.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0107,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Համակարգային վերլու ծության մեթոդների կիրառումը ԿԿՀ-ում,Application of Systematic Analysis Methods in Decision Support Systems,8.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0108,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Ավտոմատացված համակարգերի հուսալիություն,Reliability of Automated Systems,7.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0109,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Տեղեկատվության մշակման և կառավարման իրական ժամանակի համակարգեր,Real-Time Information Processing and Management Systems,7.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0110,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Տեղեկատվության մշակման և կառավարման ինտեգրված համակարգեր,Integrated Systems for Information Processing and Management,8.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0111,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Տեղեկատվության մշակման և կառավարման բաշխված համակարգեր,Distributed Systems for Information Processing and Management,8.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0112,National Polytechnic University of Armenia,Information Systems,Information Systems,,Bachelor,,Տեխնոլոգիական գործընթացների կառավարման համակարգերի հուսալիություն,Reliability of Technological Process Management Systems,7.0,,,,,,,2025/2026,https://polytech.am/edu/information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0113,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Ընդհանուր հանրահաշիվ,General Calculus,5.0,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0114,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Հարմոնիկ անալիզ,Harmonic Analysis,5.0,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0115,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Դիֆերենցիալ հավասարումների լուծման թվային մեթոդներ,Numerical Methods for Solving Differential Equations,3.0,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0116,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Մաթ.ֆիզ. հավասարումների լրացուցիչ բաժիններ,Supplementary Sections of Mathematical Physics Equations,5.0,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0117,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Կոմպլեքս անալիզի լրացուցիչ բաժիններ,Advanced Topics in Complex Analysis,4.0,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0118,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Ալգորիթմների բարդություն,Complexity of Algorithms,3.0,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0119,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Ազդանշանների մշակման մաթեմատիկական հիմունքներ,Mathematical Foundations of Signal Processing,4.0,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0120,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Դիսկրետ մաթեմատիկայի լրացուցիչ բաժիններ,Additional Topics in Discrete Mathematics,,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0121,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,MATLAB ծրագրային փաթեթ 2,MATLAB Software Package 2,,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0122,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Ստացիոնար պատահական պրոցեսների վիճակագրություն և գուշակում,Statistics and Estimation of Stationary Random Processes,,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0123,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Եզրային խնդիրներ մասնական ածանցյալներով դիֆերենցիալ հավասարումների համար,Boundary Problems for Differential Equations with Partial Derivatives,,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0124,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Դիսկրետ ձևափոխությունների կիրառություններ ազդանշանների թվային մշակման համար,Applications of Discrete Transformations in Digital Signal Processing,,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0125,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Ինֆորմացիայի տեսություն,Theory of Information,,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0126,National Polytechnic University of Armenia,Informatics (Computer Science),Informatics (Computer Science),,Master,,Կորերի և մակերևույթների երկրաչափություն,Geometry of Curves and Surfaces,,,,,,,,2025/2026,https://polytech.am/edu/master-informatics-computer-science/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0127,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Ցանցային համակարգերի պաշտպանություն և անվտանգություն,Network Systems Protection and Security,5.0,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0128,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Համակարգչային ցանցերի նախագծում և իրականացում,Design and Implementation of Computer Networks,5.0,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0129,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Ժամանակակից ցանցային օպերացիոն համակարգերի համատեղելիության մեթոդներ և միջոցներ,Methods and Tools for Compatibility of Modern Network Operating Systems,5.0,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0130,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Ցանցային համակարգերի կառավարման մեթոդներ և միջոցներ,Methods and Tools for Network System Management,5.0,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0131,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Զուգահեռ համակարգչային ճարտարապետություններ,Parallel Computer Architectures,5.0,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0132,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Կլաստերային համակարգեր և գրիդ տեխնոլոգաներ,Cluster Systems and Grid Technologies,4.0,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0133,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Ժամանակակից պրոցեսորներում գաղտնագրման մեթոդների ապարատային իրականացում,Hardware Implementation of Cryptographic Methods in Modern Processors,,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0134,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Հաշվողական համակարգերի և ցանցերի սերվերներ,Servers of Computing Systems and Networks,,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0135,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Հաշվողական համակարգերի թեստավորման ապարատածրագրային միջոցներ,Testing Tools for Computing Systems,,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0136,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Նոր սերնդի ցանցային տեխնոլոգիաներ,Next-Generation Networking Technologies,,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0137,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Հեռահաղորդակցական ցանցային սարքերի և սարքավորումների ընտրության գործիքամիջոցներ,Tools for Selecting Telecommunication Network Devices and Equipment,,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0138,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Նեյրոնային ցանցեր,Neural Networks,,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0139,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Հաշվողական համակարգերի արտաքին սարքեր,External Devices of Computing Systems,,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0140,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Հաշվողական միջոցների ժամանակակից էլեմենտային բազա,Modern Elemental Base of Computational Methods,,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0141,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Master,,Հաշվողական համակարգերի և ցանցերի չափագրման գործիքամիջոցներ,Tools for Measuring Computational Systems and Networks,,,,,,,,2025/2026,https://polytech.am/edu/master_computer_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0142,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Համակարգային վերլուծություն և մաթեմատիկական մոդելավորում,Systems Analysis and Mathematical Modeling,5.0,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0143,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,"Վճիռների կայացման տեսություն, նեյրոնային ցանցեր, գենետիկ ալգորիթմներ","Decision-Making Theory, Neural Networks, Genetic Algorithms",5.0,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0144,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Տեղեկատվական համակարգերի նախագծում,Design of Information Systems,5.0,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0145,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,IT նախագծերի կառավարում,IT Project Management,5.0,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0146,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Ծրագրային ճարտարագիտության մեթոդներ և միջոցներ,Methods and Tools of Software Engineering,5.0,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0147,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Դիֆերենցիալ ձևափոխություններ,Differential Transformations,4.0,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0148,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Կորպորատիվ տեղեկատվական համակարգեր,Corporate Information Systems,,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0149,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Ինտելեկտուալ տեղեկատվական համակարգեր,Intelligent Information Systems,,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0150,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Բիզնես մոդելավորում,Business Modeling,,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0151,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Սոցիալ տնտեսական համակարգերի վերլուծություն և բազմաագենտ մոդելավորում,Analysis of Socio-Economic Systems and Multi-Agent Modeling,,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0152,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Տվյալների մշակման ալգորիթմների կառուցում և վերլուծություն,Construction and Analysis of Data Processing Algorithms,,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0153,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Գրաֆիկական ինֆորմացիայի մշակման ծրագրասարքավորումային միջոցներ,Graphical Information Processing Software Tools,,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0154,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Ճարտարագիտական խնդիրների լուծման կիրառական ծրագրերի փաթեթներ,Applied Software Packages for Engineering Problem Solving,,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0155,National Polytechnic University of Armenia,Information Systems,Information Systems,,Master,,Համակարգերի ինֆորմացիոն տեսություն,Information Theory of Systems,,,,,,,,2025/2026,https://polytech.am/edu/master_information_systems/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
