course_id,university,program_name,program_code,degree_level,course_code,course_name,course_name_original,credits,component,semester,description,prerequisites,assessment,academic_year,source_url,source_language,notes
221,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,1311,Fundamentals of Logic,Տրամաբանության հիմունքներ,2.0,General,3.0,"- To develop systematic knowledge of the formal-logical principles of regular thinking in students, as well as the ability to analyze and evaluate logical operations, 
- To cultivate logical qualities that contribute to the acquisition of professional knowledge, 
- To promote the development of students' critical and analytical thinking and research skills.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
222,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,1302,Fundamentals of Ethics,Բարոյագիտության հիմունքներ,2.0,General,3.0,"- Analyze the moral issues of contemporary civilizational challenges,  
- Anticipate crisis phenomena with moral motivations and their consequences,  
- Familiarize with the moral fundamental questions of love, family, the meaning of life, religion, and law.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
223,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,2203,Fundamentals of Sociology,Սոցիոլոգիայի հիմունքներ,2.0,General,3.0,"The aim of the course is to impart knowledge to students regarding the structure of sociological knowledge and research methods, familiarizing them with the characteristics of the subject matter of sociology and the sociological worldview.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
224,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,604,Contemporary Concepts in Natural Science,Բնագիտության ժամանակակից հայեցակարգեր,2.0,General,3.0,"- To develop an understanding among students about the contemporary issues in natural sciences.  
- To shape perceptions regarding the modern patterns and prospects of the development of natural sciences.  
- To form a specific worldview for the explanation of phenomena occurring in the surrounding world.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
225,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,105,Applied Statistics,Կիրառական վիճակագրություն,2.0,General,3.0,"- Introduce the main methods of applied statistics,  
- Teach students to apply statistical methods to solve practical problems,  
- Familiarize students with different sections of applied statistics.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
226,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,1901,Fundamentals of Law,Իրավունքի հիմունքներ,2.0,General,3.0,"To teach the fundamentals of legal-regulatory frameworks in various sectors of public life, to develop skills for practically applying acquired legal knowledge, as well as to shape a legal worldview and culture.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
227,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,1306,Critical and Creative Thinking,Քննական և ստեղծագործական մտածողություն,2.0,General,3.0,"To develop and enhance critical thinking skills and tools among students, enabling them to critically evaluate evidence and arguments in academic, social, and everyday life, recognize logical and fallacious errors related to communication, identify cognitive biases and fallacies, and avoid cognitive distortions and biases.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
228,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,1705,Russian Language-3,Ռուսաց լեզու-3,2.0,General,3.0,"- Deepen students' linguistic knowledge and communication skills in all language-related fields, 
- Ensure the application of students' already acquired linguistic knowledge and skills for professional purposes, 
- Provide knowledge of the basic principles of conducting business correspondence.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
229,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,1602,English-3,Անգլերեն-3,2.0,General,3.0,"1. Development of translation skills for professional texts (from English to Armenian), 2. Development of professional vocabulary, 3. Development of communication skills. Development of monologic and dialogic skills in the professional field, 4. Presentation of the main grammatical categories in professional texts.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
230,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,1302,Critical and Creative Thinking,Քննական և ստեղծագործական մտածողություն,2.0,General,3.0,"To develop and enhance critical thinking skills and tools among students, enabling them to critically evaluate evidence and arguments in academic, social, and everyday life, recognize logical and fallacious errors related to communication, identify cognitive biases and fallacies, and avoid cognitive distortions and biases.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
231,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,1606,Critical and Creative Thinking,Քննական և ստեղծագործական մտածողություն,2.0,General,3.0,"To develop and enhance critical thinking skills and tools among students, enabling them to critically evaluate evidence and arguments in academic, social, and everyday life, recognize logical and fallacious errors related to communication, identify cognitive biases and fallacies, and avoid cognitive distortions and biases.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
232,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,1005,Fundamentals of Business,Գործարարության հիմունքներ,2.0,General,3.0,"1. Provide knowledge and understanding of the essence and characteristics of business, as well as the fundamental issues of business development, 2. Teach the theoretical-methodological foundations of business, as well as the practical skills necessary for business organization, 3. Develop capabilities for the preparation of business plans.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
233,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,1007,Principles of Economics,Տնտեսագիտության հիմունքներ,2.0,General,3.0,"- Provide students with knowledge of the fundamental principles of microeconomic theory. 
- Introduce students to the fundamental principles of macroeconomic analysis in economic theory, which serve as the basis for the development of the country's economic policy.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
234,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Calculus - 2,Հանրահաշիվ - 2,6.0,Professional,5.0,The study of the theory of finite-dimensional linear spaces and the linear operators acting on them.,,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
235,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Optimization Methods,Օպտիմիզացիայի մեթոդներ,6.0,Professional,10.0,"- Introduce students to the fundamentals of optimization methods,  
- Present the problems arising in this field,  
- Outline the main theoretical and numerical methods for solving unidimensional and multidimensional optimization problems.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
236,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Analysis of Combinatorial Algorithms,Կոմբինատոր ալգորիթմների վերլուծություն,3.0,Professional,10.0,"To familiarize students with the classes P and NP of combinatorial recognition problems, the concept of multivariate reduction of combinatorial problems, NP-hard and NP-complete problems.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
237,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,Data Science,Տվյալագիտություն,6.0,Professional,9.0,"- Present students with the possibilities of using collected data in various applied fields,  
- Familiarize them with modern methods and models of data intelligence analysis,  
- Explore data analysis technologies and software tools.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
238,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Theory of Algorithms,Ալգորիթմների տեսություն,6.0,Professional,9.0,"Introduce students to the two main formalizations of the algorithm concept (recursive functions, Turing machines) and their equivalence, introduce the concept of a computable function and discuss its existence possibilities, familiarize with decidable and undecidable problems, recognizable and semi-recognizable sets, and their properties.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
239,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Equations of Mathematical Physics,Մաթեմատիկական ֆիզիկայի հավասարումներ,6.0,Professional,8.0,"To introduce students to the general theory of differential equations with partial derivatives, the main problems for hyperbolic and parabolic type equations (Cauchy problem, boundary problems), and boundary problems for elliptic type equations.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
240,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Ordinary Differential Equations,Սովորական դիֆերենցիալ հավասարումներ,6.0,Professional,7.0,"to present to students · the general theory of ordinary differential equations and systems, · the Cauchy problem, linear equations and systems.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
241,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Research of Operations,Գործողությունների հետազոտում,6.0,Professional,6.0,"To develop students' understanding of mathematical modeling of problems arising in various fields of activity. Acquiring and demonstrating skills directed towards the construction, evaluation of models, and the search for solutions to emerging problems.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
242,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Numerical Methods in Linear Algebra,Գծային հանրահաշվի թվային մեթոդներ,6.0,Professional,6.0,"- Introduce students to the fundamentals of computational methods in linear algebra, 
- present the problems arising in this field, 
- outline the main numerical methods for solving systems of linear algebraic equations, determining inverse matrices, and calculating eigenvalues of matrices.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
243,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Complex Analysis,Կոմպլեքս անալիզ,6.0,Professional,6.0,"To familiarize students with the fundamental principles of the theory of functions of complex variables, which are of significant importance in solving practical problems.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
244,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,Data Structures,Տվյալների կառուցվածքներ,6.0,Professional,5.0,"Present the concept of abstract data types and data structures, their implementation and usage methods. Master the basic library containers, classes, and methods. Acquire the approaches for evaluating the complexity of algorithms according to the data structures used.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
245,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,Machine Learning,Մեքենայական ուսուցում,6.0,Professional,6.0,"To teach students the modern methods and models of machine learning, to develop knowledge in students that is necessary for understanding and applying the algorithms used in machine learning systems, and to formulate and solve various problems.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
246,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Mathematical Logic,Մաթեմատիկական տրամաբանություն,3.0,Professional,5.0,"Introduce students to the necessity of formalizing theories, the possibilities, the properties of formal theories, and the fields of application.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
247,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Mathematical Analysis-1,Մաթեմատիկական անալիզ-1,9.0,Professional,1.0,"To provide students with knowledge from the first part of the foundational mathematical subject, which includes: · the concept of real numbers, · the theory of numerical sequences, · the limit and continuity of functions of one variable, · the derivative and differential calculus of functions of one variable.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
248,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Mathematical Analysis - 4,Մաթեմատիկական անալիզ - 4,6.0,Professional,5.0,"To provide students with knowledge from the fourth section of the foundational mathematical subject, which includes: · curve integrals, · surface integrals, · double and triple integrals, · parameter-dependent integrals.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
249,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Graph Theory,Գրաֆների տեսություն,3.0,Professional,3.0,"To familiarize students with the fundamental concepts of graph theory, problem formulations, and their solution methods, as well as to develop students' understanding of the main ideas of graph theory, theoretical well-known results, and their ability to study and apply them.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
250,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,Introduction to Computer Networks,Կոմպյուտերային ցանցերի ներածություն,3.0,Professional,4.0,"- Study the main issues arising during the design and implementation of networks and their solutions. 
- Familiarize with the architecture of modern computer networks and network technologies, the 7 layers of the Open Systems Interconnection (OSI) model, network protocols, types of networks, and key characteristics.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
251,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Calculus - 1,Հանրահաշիվ - 1,6.0,Professional,4.0,"The study of the fundamental concepts of classical algebraic structures, including groups, rings, and fields, and their applications.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
252,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Mathematical Analysis - 3,Մաթեմատիկական անալիզ - 3,9.0,Professional,4.0,"To provide students with knowledge from the third section of the foundational mathematical subject, which includes: · functional series, · power series, · differential calculus of functions of several variables, · implicit functions, · Fourier series.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
253,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Discrete Mathematics - 2,Դիսկրետ մաթեմատիկա - 2,6.0,Professional,3.0,"Introduce students to the fundamental properties of n-dimensional hypercubes, study the properties of Boolean functions and closed classes, provide the necessary and sufficient condition for completeness, familiarize with the schematics of functional elements, the complexity of Boolean functions, and Shannon's function. Also introduce the main problems and methods of coding theory.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
254,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,Programming - 2,Ծրագրավորում - 2,9.0,Professional,3.0,to teach the fundamentals of object-oriented programming using the C++ programming language as an example.,,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
255,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,Web Programming,Web ծրագրավորում,3.0,Professional,2.0,"To familiarize students with the fundamentals of Web programming. To study Web technologies and their components, the CSS language for describing the appearance of Web pages, the JavaScript programming language and the React library of JavaScript, the Node.js software platform, and NoSQL and MongoDB databases.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
256,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Mathematical Analysis - 2,Մաթեմատիկական անալիզ - 2,9.0,Professional,2.0,"To provide students with knowledge from the second part of the foundational mathematical subject. · Study of functions, · indefinite and definite integrals, · improper integrals, · geometric applications of definite integrals, · numerical series, · metric and normed spaces.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
257,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,Programming - 1,Ծրագրավորում - 1,6.0,Professional,2.0,"To teach the fundamentals of programming using the C++ programming language as an example. · To develop the ability to work with different numerical systems and the formats of their representation in computers, · To cultivate algorithmic thinking in students and the ability to develop various algorithms for problem-solving, · To develop practical skills in the development, debugging, implementation, and analysis of programs in C++ for solving applied problems.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
258,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Public Mathematics and Analytical Geometry,Հանրահաշիվ և վերլուծական երկրաչափություն,3.0,Professional,1.0,"Study the fundamental concepts of analytic geometry, as well as the basic elementary structures of mathematics — the sets of complex and integer numbers, arrangements, polynomials, and the main properties of numerical matrices.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
259,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Discrete Mathematics - 1,Դիսկրետ մաթեմատիկա - 1,6.0,Professional,1.0,"To familiarize students with the fundamental concepts and properties of set theory and binary relations, as well as the basic methods of combinatorial mathematics.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
260,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,GUI Programming,GUI ծրագրավորում,6.0,Professional,7.0,"Introduce the student to the Windows operating system's window and messaging system, utilizing graphical interface elements and the fundamentals of graphical programming through the Windows Forms library of C# and .Net platform.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
261,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,Translation Theory,Թարգմանության տեսություն,6.0,Professional,7.0,"Study the concepts of formal grammar, finite automata, and pushdown automata. Introduce and examine the ideas of simple syntax-directed translation schemes, finite transducers, and pushdown transducers. Study lexical analysis and syntactic analysis.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
262,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Digital Analysis,Թվային անալիզ,6.0,Professional,8.0,"· Introduce students to the fundamentals of computational mathematics, · present the computational problems arising in this field, · outline the main numerical methods for solving nonlinear equations, function approximation, and approximate integration.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
263,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Mathematical Methods in Natural Sciences,Մաթեմատիկական մեթոդներ բնագիտության մեջ,6.0,Professional,8.0,To present to students the general theory of differential equations with partial derivatives and its application in the natural sciences.,,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
264,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,Data Structures,Տվյալների հենքեր,6.0,Professional,8.0,"Mastering the fundamentals of data schema design. Studying data representation models, relational, logical, and object-oriented approaches. Exploring the SQL language for queries.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
265,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,309,Computer Architecture and Assembly Language,ԷՀՄ ճարտարապետություն և ասեմբլեր լեզու,6.0,Professional,8.0,"Use the architecture of the CPU, data representation, instruction set, and interrupt system for Intel x86 processors. Familiarize yourself with the assembler low-level language. Study the directives and macros of the assembler language.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
266,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Functional Analysis,Ֆունկցիոնալ անալիզ,6.0,Professional,7.0,"To provide students with knowledge of the fundamentals of functional analysis, to familiarize them with the modern methods of the subject and their applications, both in pure mathematics and in scientific problems.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
267,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,308,Qualitative Theory of Differential Equations,Դիֆերենցիալ հավասարումների որակական տեսություն,6.0,Professional,7.0,"To present to students the qualitative theory of ordinary differential equations and systems, as well as the theory of stability of solutions of equations.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
268,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Combinatorial Algorithms,Կոմբինատոր ալգորիթմներ,6.0,Professional,7.0,"It is the study of elements of algorithms and complexity theory that solve problems in discrete mathematics. Alongside this, it involves the development, analysis, and evaluation of algorithms that find optimal or approximate solutions to combinatorial problems, fostering students' abilities in these areas.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
269,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Graph Algorithms,Գրաֆային ալգորիթմներ,6.0,Professional,7.0,"To familiarize students with the algorithms for solving the main problems of graph analysis and optimization, as well as to develop students' abilities to design, analyze, and evaluate algorithms that find optimal or approximate solutions to graph problems.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
270,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,0,Professional Practice,Մասնագիտական պրակտիկա,3.0,Professional,10.0,"Develop the student's professional skills and experience through practical work, the ability to work independently in the professional field, formulate the principles of problem-solving, and select appropriate methods and approaches.",,Attestation,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
271,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Elements of Mathematical Cybernetics,Մաթեմատիկական կիբեռնետիկայի տարրեր,6.0,Professional,9.0,To develop the ability of students to study the properties of the disjunctive normal forms of Boolean functions used in control devices and functional schemes.,,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
272,Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,307,Additional Chapters on Action Research,Գործողությունների հետազոտման լրացուցիչ գլուխներ,6.0,Professional,9.0,"To familiarize students with streaming algorithms, min-max theorems, integer linear programming problems, and total unimodular matrices, as well as the method of intersections (Homori). The acquisition and demonstration of skills directed towards model construction, evaluation, and the search for solutions to emerging problems.",,Exam,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian,
273,Yerevan State University,Information Security,061901.01.6,Bachelor,1401,Armenian Language and Speech Culture-1,Հայոց լեզու և խոսքի մշակույթ-1,2.0,General,1.0,"- present the characteristics of individual sections of the language, 
- familiarize with the criteria of linguistic norms, 
- describe the shifts and changes occurring at linguistic levels.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
274,Yerevan State University,Information Security,061901.01.6,Bachelor,1311,Philosophy,Փիլիսոփայություն,3.0,General,5.0,"- Provide foundational knowledge about the philosophical understanding of human-world relationships and the characteristics of philosophical thinking,  
- Introduce the scientific and worldview issues of fundamental philosophical concepts,  
- Teach how to articulate and present one's own worldview principles and value orientations effectively.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
275,Yerevan State University,Information Security,061901.01.6,Bachelor,708,Fundamentals of Ecology and Environmental Protection,Էկոլոգիայի և բնապահպանության հիմունքներ,2.0,General,4.0,"- To develop students' worldview and knowledge of ecology as a science, the principles of environmental protection, the functioning of natural systems, and global and environmental issues in Armenia. 
- To establish fundamental knowledge of ecological issues in the nature-society system and the harmonious development of society with nature.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
276,Yerevan State University,Information Security,061901.01.6,Bachelor,1705,Russian Language-2,Ռուսաց լեզու-2,2.0,General,3.0,"- Enhancement of linguistic and communicative competencies for effective communication,  
- Development of students' ability to assess, analyze linguistic facts, and select linguistic resources according to the content, field, and conditions of communication,  
- Formation of the ability to optimally use language resources in various speech situations,  
- Development of overall speech culture.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
277,Yerevan State University,Information Security,061901.01.6,Bachelor,1106,Armenian History 2,Հայոց պատմություն 2,2.0,General,4.0,"The aim of the course is to provide students with fundamental knowledge regarding key issues in the history of Armenia's modern and contemporary periods and to contribute to the education of citizens with a well-rounded, vibrant national consciousness.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
278,Yerevan State University,Information Security,061901.01.6,Bachelor,1106,Armenian History 1,Հայոց պատմություն 1,2.0,General,3.0,"The aim of the course is to provide students with fundamental knowledge on key issues of the history of ancient and medieval Armenia and to contribute to the education of citizens with a well-rounded, vibrant national consciousness.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
279,Yerevan State University,Information Security,061901.01.6,Bachelor,2,Civil Protection and First Aid for the Population in Emergency Situations,Քաղաքացիական պաշտպանություն և արտակարգ իրավիճակներում բնակչության առաջին բուժօգնություն,2.0,General,1.0,"To develop a general understanding of emergencies among students, skills for acting in emergency situations, skills for organizing rescue operations, and the necessary abilities to provide first aid in the event of possible injuries and other afflictions during various incidents.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
280,Yerevan State University,Information Security,061901.01.6,Bachelor,1705,Russian Language-1,Ռուսաց լեզու-1,2.0,General,2.0,"- Enhancement of linguistic and communicative competencies for effective communication,  
- Development of students' ability to evaluate, analyze linguistic facts, and select linguistic resources according to the content, field, and conditions of communication,  
- Formation of the ability to optimally use language resources in various speech situations,  
- Development of overall speech culture.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
281,Yerevan State University,Information Security,061901.01.6,Bachelor,1401,Armenian Language and Speech Culture-2,Հայոց լեզու և խոսքի մշակույթ-2,2.0,General,2.0,"- Present the expressive means of language representation, 
- Familiarize with the functional variants of speech.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
282,Yerevan State University,Information Security,061901.01.6,Bachelor,1602,English-1,Անգլերեն-1,2.0,General,1.0,"1. Development of basic language skills in General English, 2. Introduction to the fundamentals of Professional English, 3. Introduction and teaching of basic professional vocabulary, followed by professional terminology, 4. Differentiation and translation of main and supporting ideas in the domain of professional reading.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
283,Yerevan State University,Information Security,061901.01.6,Bachelor,1608,French-2,Ֆրանսերեն-2,2.0,General,2.0,"• complete the knowledge acquired with the help of the previous module, • familiarize with the requirements for testing and assessing foreign language proficiency, • present the Common European Framework of Reference for Languages and introduce the basic principles of testing, • present the main strategies and tactics of language testing.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
284,Yerevan State University,Information Security,061901.01.6,Bachelor,1205,Chinese-2,Չինարեն-2,2.0,General,2.0,"- Introduce students to the components of linguistic, general linguistic, and functional awareness of the Chinese language, 
- Present to students the phonological, morphological, syntactic, and typological characteristics of modern Chinese, 
- Develop initial knowledge among students for active communication in Chinese and the further development of language skills, 
- Create preliminary understandings among students about the culture and civilization of that country within the framework of the course.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
285,Yerevan State University,Information Security,061901.01.6,Bachelor,1803,Turkish-2,Թուրքերեն-2,2.0,General,2.0,"- Teach modern literary Turkish,  
- Develop the ability to reproduce Turkish texts,  
- Enhance the skills of translating texts from Armenian to Turkish and from Turkish to Armenian.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
286,Yerevan State University,Information Security,061901.01.6,Bachelor,1604,German-2,Գերմաներեն-2,2.0,General,2.0,"- Enrich students' vocabulary, 
- deepen and enhance listening, comprehension, and writing skills as much as possible, 
- develop the abilities and competencies to communicate in German.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
287,Yerevan State University,Information Security,061901.01.6,Bachelor,1602,English-2,Անգլերեն-2,2.0,General,2.0,"1. Development of linguistic awareness: knowledge and skills about vocabulary, syntax, as well as other features of a foreign language as a system, 2. Increasing the level of student engagement in communicative processes and speech activities, 3. Development of abilities and skills for teaching professional vocabulary, 4. Development of abilities for understanding professional texts.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
288,Yerevan State University,Information Security,061901.01.6,Bachelor,1608,French-1,Ֆրանսերեն-1,2.0,General,1.0,"- Develop the abilities to comprehend and interpret scientific texts, 
- Familiarize with the characteristics of scientific French at various levels (phonetic - tonal, lexical, morphological-syntactic, stylistic), 
- Enhance scientific communication skills.",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,
