course_id,university,program_name,program_code,degree_level,course_code,course_name,course_name_original,credits,component,semester,description,prerequisites,assessment,academic_year,source_url,source_language,notes,course_name_en,description_en
279,Yerevan State University,Information Security,061901.01.6,Bachelor,2,Քաղաքացիական պաշտպանություն և արտակարգ իրավիճակներում բնակչության առաջին բուժօգնություն,,2.0,General,1.0,"ուսանողների մոտ ձևավորել ընդհանուր պատկերացում արտակարգ իրավիճակների մասին, արտակարգ իրավիճակներում գործելու հմտություններ, փրկարարական աշխատանքների կազմակերպման վերաբերյալ հմտություններ և տարաբնույթ պատահարների ժամանակ հնարավոր վնասվածքների և այլ ախտահարումների դեպքում առաջին բուժօգնության ցուցաբերման անհրաժեշտ կարողություններ:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Civil Protection and First Aid for the Population in Emergency Situations,"To develop a general understanding of emergencies among students, skills for acting in emergency situations, skills for organizing rescue operations, and the necessary abilities to provide first aid in the event of possible injuries and other afflictions during various incidents."
280,Yerevan State University,Information Security,061901.01.6,Bachelor,1705,Ռուսաց լեզու-1,,2.0,General,2.0,"· լեզվական և խոսքային կոմպետենցիաների մակարդակի բարձրացում՝ արդյունավետ հաղորդակցման համար, · ուսանողների մոտ լեզվական փաստերը գնահատելու, վերլուծելու և լեզվական միջոցները ընտրելու կարողության ձևավորում՝ ըստ հաղորդակցման բովանդակության, ոլորտի և պայմանների, · տարբեր խոսքային իրավիճակներում լեզվի միջոցներն օպտիմալ օգտագործելու կարողության ձևավորում, · խոսքի ընդհանուր մշակույթի զարգացում:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Russian Language-1,"- Enhancement of linguistic and communicative competencies for effective communication,  
- Development of students' ability to evaluate, analyze linguistic facts, and select linguistic resources according to the content, field, and conditions of communication,  
- Formation of the ability to optimally use language resources in various speech situations,  
- Development of overall speech culture."
281,Yerevan State University,Information Security,061901.01.6,Bachelor,1401,Հայոց լեզու և խոսքի մշակույթ-2,,2.0,General,2.0,"∙ ներկայացնել լեզվի պատկերավորման-արտահայտչական միջոցները, ∙ ծանոթացնել խոսքի գործառական տարբերակներին։",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Armenian Language and Speech Culture-2,"- Present the expressive means of language representation, 
- Familiarize with the functional variants of speech."
282,Yerevan State University,Information Security,061901.01.6,Bachelor,1602,Անգլերեն-1,,2.0,General,1.0,"1. ընդհանուր անգլերենի (General English) հիմնական լեզվական հմտությունների զարգացում, 2. մասնագիտական անգլերենի (Professional English) հիմունքների ներմուծում, 3. հիմնական մասնագիտական բառապաշարի, այնուհետև մասնագիտական տերմինների ներմուծում և ուսուցում, 4. մասնագիտական ընթերցանության տիրույթում գլխավոր և աջակցող մտքերի տարբերակում և թարգմանում:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,English-1,"1. Development of basic language skills in General English, 2. Introduction to the fundamentals of Professional English, 3. Introduction and teaching of basic professional vocabulary, followed by professional terminology, 4. Differentiation and translation of main and supporting ideas in the domain of professional reading."
283,Yerevan State University,Information Security,061901.01.6,Bachelor,1608,Ֆրանսերեն-2,,2.0,General,2.0,"• ամբողջացնել նախորդ մոդուլի օգնությամբ ձեռքբերած գիտելիքները, • ծանոթացնել օտար լեզվի իմացության ստուգման և գնահատման պահանջներին, • ներկայացնել լեզվի իմացության համաեվրոպական չափանիշները և ծանոթացնել թեստավորման հիմանական սկզբունքներին, • ներկայացնել լեզվի թեստավորման հիմնական ռազմավարությունը և մարտավարությունը:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,French-2,"• complete the knowledge acquired with the help of the previous module, • familiarize with the requirements for testing and assessing foreign language proficiency, • present the Common European Framework of Reference for Languages and introduce the basic principles of testing, • present the main strategies and tactics of language testing."
284,Yerevan State University,Information Security,061901.01.6,Bachelor,1205,Չինարեն-2,,2.0,General,2.0,"· ուսանողներին ծանոթացնել չինարենի լեզվական, հանրալեզվաբանական, գործաբանական իրազեկության բաղադրիչներին, · ուսանողներին ներկայացնել ժամանակակից չինարենի հնչյունաբանական, ձևաբանական, շարահյուսական և տիպաբանական առանձնահատկությունները, · ուսանողների մոտ ձևավորել սկզբնական գիտելիքներ չինարենով ակտիվ հաղորդակցման և հետագա լեզվական հմտությունների զարգացման համար, · ուսանողների մոտ դասընթացի շրջանակներում ստեղծել նախնական պատկերացումներ այդ երկրի մշակույթի և քաղաքակրթության մասին:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Chinese-2,"- Introduce students to the components of linguistic, general linguistic, and functional awareness of the Chinese language, 
- Present to students the phonological, morphological, syntactic, and typological characteristics of modern Chinese, 
- Develop initial knowledge among students for active communication in Chinese and the further development of language skills, 
- Create preliminary understandings among students about the culture and civilization of that country within the framework of the course."
285,Yerevan State University,Information Security,061901.01.6,Bachelor,1803,Թուրքերեն-2,,2.0,General,2.0,"· սովորեցնել ժամանակակից գրական թուրքերեն, · ձևավորել թուրքերեն տեքստեր վերարատադրելու ունակություններ, · զարգացնել հայերենից թուրքերեն և թուրքերենից հայերեն տեքստեր թարգմանելու հմտությունները:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Turkish-2,"- Teach modern literary Turkish,  
- Develop the ability to reproduce Turkish texts,  
- Enhance the skills of translating texts from Armenian to Turkish and from Turkish to Armenian."
286,Yerevan State University,Information Security,061901.01.6,Bachelor,1604,Գերմաներեն-2,,2.0,General,2.0,"· հարստացնել ուսանողների բառապաշարը, · խորացնել և հնարավորինս կատարելագործել լսելու, հասկանալու, գրելու հմտությունները, · ձևավորել գերմաներենով հաղորդակցվելու կարողությունները և ունակությունները:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,German-2,"- Enrich students' vocabulary, 
- deepen and enhance listening, comprehension, and writing skills as much as possible, 
- develop the abilities and competencies to communicate in German."
287,Yerevan State University,Information Security,061901.01.6,Bachelor,1602,Անգլերեն-2,,2.0,General,2.0,"1. լեզվական իրազեկության զարգացում՝ գիտելիքներ և կարողություններ բառապաշարի, շարահյուսության, ինչպես նաև օտար լեզվի որպես համակարգի այլ առանձնահատկությունների մասին, 2. հաղորդակցական գործընթացների և խոսքային գործունեության մեջ ուսանողների ներգրավման մակարդակի բարձրացում, 3. մասնագիտական բառապաշարի ուսուցման կարողությունների և հմտությունների զարգացում, 4. մասնագիտական տեքստերի ընկալման կարողությունների զարգացում:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,English-2,"1. Development of linguistic awareness: knowledge and skills about vocabulary, syntax, as well as other features of a foreign language as a system, 2. Increasing the level of student engagement in communicative processes and speech activities, 3. Development of abilities and skills for teaching professional vocabulary, 4. Development of abilities for understanding professional texts."
288,Yerevan State University,Information Security,061901.01.6,Bachelor,1608,Ֆրանսերեն-1,,2.0,General,1.0,". զարգացնել գիտական տեքստերի ընկալման և մեկնաբանման ունակությունները, • ծանոթացնել գիտական ֆրանսերենի տարբեր մակարդակներում (հնչյունական - հնչերանգային, բառային, ձևաբանական-շարահյուսական, ոճական) դրսևորվող առանձնահատկություններին, • զարգացնել գիտական հաղորդակցման կարողություններ:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,French-1,"- Develop the abilities to comprehend and interpret scientific texts, 
- Familiarize with the characteristics of scientific French at various levels (phonetic - tonal, lexical, morphological-syntactic, stylistic), 
- Enhance scientific communication skills."
289,Yerevan State University,Information Security,061901.01.6,Bachelor,1205,Չինարեն-1,,2.0,General,1.0,"· ուսանողներին ծանոթացնել չինարենի լեզվական, հանրալեզվաբանական, գործաբանական իրազեկության բաղադրիչներին, · ուսանողներին ներկայացնել ժամանակակից չինարենի հնչյունաբանական, ձևաբանական, շարահյուսական և տիպաբանական առանձնահատկությունները, · ուսանողների մոտ ձևավորել գիտելիքներ չինարենով ակտիվ հաղորդակցման և հետագա լեզվական հմտությունների զարգացման համար, · ուսանողների մոտ դասընթացի շրջանակներում ստեղծել պատկերացումներ այդ երկրի մշակույթի և քաղաքակրթության մասին:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Chinese-1,"- Introduce students to the components of linguistic, general linguistic, and functional awareness of the Chinese language, 
- Present to students the phonological, morphological, syntactic, and typological features of modern Chinese, 
- Develop knowledge among students for active communication in Chinese and for the further development of language skills, 
- Create perceptions among students about the culture and civilization of that country within the framework of the course."
290,Yerevan State University,Information Security,061901.01.6,Bachelor,1803,Թուրքերեն-1,,2.0,General,1.0,"· սովորեցնել ժամանակակից գրական թուրքերենի հնչյունական, քերականական, բառապաշարային առանձնահատկությունները, · ձևավորել թուրքերեն տեքստեր վերարատադրելո ունակություններ, · զարգացնել հայերենից թուրքերեն և թուրքերենից հայերեն տեքստեր թարգմանելու հմտությունները:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Turkish-1,"- Teach the phonetic, grammatical, and lexical features of modern literary Turkish,  
- Develop the ability to paraphrase Turkish texts,  
- Enhance the skills for translating texts from Armenian to Turkish and from Turkish to Armenian."
291,Yerevan State University,Information Security,061901.01.6,Bachelor,1604,Գերմաներեն-1,,2.0,General,1.0,"ծանոթացնել գերմաներենի հնչյունաբանական և քերականական առանձնահատկություններին և ելակետային բառապաշարին (ըստ թիրախային խմբի` A1-A2 կամ A2-B1 մակարդակ), խորացնել և հնարավորինս կատարելագործել կարդալու, հասկանալու և վերարտադրելու հմտությունները:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,German-1,"Familiarize with the phonological and grammatical features of the German language and the basic vocabulary (according to the target group: A1-A2 or A2-B1 level), deepen and improve reading, comprehension, and reproduction skills as much as possible."
292,Yerevan State University,Information Security,061901.01.6,Bachelor,1302,Բարոյագիտության հիմունքներ,,2.0,General,3.0,"· վերլուծել ժամանակակից քաղաքակրթական մարտահրավերների բարոյական հիմնախնդիրները, · կանխատեսել բարոյական շարժառիթներ ունեցող ճգնաժամային երևույթները և դրանց հետևանքները, · ծանոթացնել սիրո, ընտանիքի, կյանքի իմաստի, կրոնի, իրավունքի բարոյական հիմնահարցերին:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Fundamentals of Ethics,"- Analyze the moral issues of contemporary civilizational challenges,  
- Anticipate crisis phenomena with moral motivations and their consequences,  
- Familiarize with the moral fundamental questions of love, family, the meaning of life, religion, and law."
293,Yerevan State University,Information Security,061901.01.6,Bachelor,604,Բնագիտության ժամանակակից հայեցակարգեր,,2.0,General,3.0,· Ուսանողների մոտ ձևավորել պատկերացում բնագիտության ժամանակակից հիմնախնդիրների մասին: · Ձևավորել պատկերացումներ բնական գիտությունների զարգացման ժամանակակից օրինաչափությունների և հեռանկարների մասին: · Ձևավորել որոշակի աշխարհահայացք մեզ շրջապատող աշխարհում կատարվող երևույթների բացատրության համար:,,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Contemporary Concepts in Natural Science,"- To develop an understanding among students about the contemporary issues in natural sciences.  
- To shape perceptions regarding the modern patterns and prospects of the development of natural sciences.  
- To form a specific worldview for the explanation of phenomena occurring in the surrounding world."
294,Yerevan State University,Information Security,061901.01.6,Bachelor,1005,Գործարարության հիմունքներ,,2.0,General,3.0,"1. տրամադրել գործարարության էության և դրսևորման առանձնահատկությունների, ինչպես նաև գործարարության զարգացման հիմնախնդիրների վերաբերյալ գիտելիք և իմացություն, 2. ուսուցանել գործարարության տեսա-մեթոդական հենքերը, ինչպես նաև գործարարության կազմակերպման տեսա-գործնական անհրաժեշտ հմտությունները, 3. ձևավորել բիզնես պլանների մշակման կարողություններ:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Fundamentals of Business,"1. Provide knowledge and understanding of the essence and characteristics of business, as well as the fundamental issues of business development, 2. Teach the theoretical-methodological foundations of business, as well as the practical skills necessary for business organization, 3. Develop capabilities for the preparation of business plans."
295,Yerevan State University,Information Security,061901.01.6,Bachelor,1901,Իրավունքի հիմունքներ,,2.0,General,3.0,"Սովորեցնել հասարակական կյանքի տարբեր ոլորտների իրավական-օրենսդրական կարգավորման հիմունքները, ձևավորել ստացած իրավական գիտելիքները գործնականում կիրառելու հմտություններ, ինչպես նաև ձևավորել իրավական աշխարհայացք ու մշակույթ։",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Fundamentals of Law,"To teach the fundamentals of legal-regulatory frameworks in various sectors of public life, to develop skills for practically applying acquired legal knowledge, as well as to shape a legal worldview and culture."
296,Yerevan State University,Information Security,061901.01.6,Bachelor,105,Կիրառական վիճակագրություն,,2.0,General,3.0,"· ծանոթացնել կիրառական վիճակագրության հիմնական մեթոդների հետ, · սովորեցնել ուսանողներին կիրառել վիճակագրության մեթոդները գործնական խնդիրներ լուծելու համար, · ծանոթացնել ուսանողներին կիրառական վիճակագրության տարբեր բաժինների հետ։",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Applied Statistics,"- Introduce the main methods of applied statistics,  
- Teach students to apply statistical methods to solve practical problems,  
- Familiarize students with different sections of applied statistics."
297,Yerevan State University,Information Security,061901.01.6,Bachelor,2101,Կրոնագիտության հիմունքներ,,2.0,General,3.0,"· տալ ընդհանուր համակարգված գիտելիքներ կրոնի, դրա պատմական դրսևորումների առաջացման, ձևավորման և զարգացման, հասարակակական և հոգևոր կյանքում դերակատարության մասին, ծանոթացնել ժամանակակից կրոնագիտության տեսական հիմունքներին ու հիմնախնդիրներին, աշխարհում գոյություն ունեցող կրոններին, դրանց դասակարգման սկզբունքներին, օրինաչափություններին ու առանձնահատկություններին, · տալ ընդհանուր գիտելիքներ Հայոց եկեղեցու դավանաբանության, ծիսապաշտամունքային, կառուցվածքային առանձնահատկությունների և պատմության վերաբերյալ, · ծանոթանացնել ժամանակակից առավել մեծ տարածում ունեցող կրոնների դավանաբանական հիմնարար սկզբունքներին և պաշտամունքային առանձնահատկություններին:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Fundamentals of Religious Studies,"- Provide general systematic knowledge about religion, its historical manifestations, emergence, formation, and development, its role in social and spiritual life, introduce the theoretical foundations and fundamental issues of contemporary religious studies, the religions existing in the world, their classification principles, regularities, and characteristics, 
- Provide general knowledge about the theology, ritual practices, structural characteristics, and history of the Armenian Church, 
- Familiarize with the fundamental theological principles and worship characteristics of the most widely practiced contemporary religions."
298,Yerevan State University,Information Security,061901.01.6,Bachelor,1306,Հաղորդակցման հմտություններ,,2.0,General,3.0,"· ուսանողներին ծանոթացնել հաղորդակցման առանձնահատկություններին, մեխանիզմներին և օրինաչափություններին · ձևավորել հմտություններ հաղորդակցման արդյունավետությունը բարձրացնելու համար։",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Communication Skills,"- Introduce students to the characteristics, mechanisms, and principles of communication. 
- Develop skills to enhance the effectiveness of communication."
299,Yerevan State University,Information Security,061901.01.6,Bachelor,1308,Հոգեբանության հիմունքներ,,2.0,General,3.0,"· ուսումնասիրել մարդու հոգեկանի ծագման և զարգացման, կառուցվածքի առանցքային մեխանիզմները, օրինաչափությունները և առանձնահատկությունները, · ծանոթացնել ժամանակակից հոգեբանության ուղղություններին, դրանց կիրառման ոլորտներին։",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Fundamentals of Psychology,"- To study the origins and development of the human psyche, the key mechanisms of its structure, patterns, and characteristics, - To familiarize with the directions of contemporary psychology and their fields of application."
300,Yerevan State University,Information Security,061901.01.6,Bachelor,1602,Անգլերեն-3,,2.0,General,3.0,"1. մասնագիտական տեքստերի թարգմանության հմտությունների զարգացում (անգլերենից- հայերեն), 2. մասնագիտական բառապաշարի զարգացում 3. հաղորդակցական հմտությունների զարգացում. մասնագիտական ոլորտում մենախուսության և երկխոսության հմտությունների զարգացում, 4. մասնագիտական տեքստերում հիմնական քերականական կարգերի ներկայացում։",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,English-3,"1. Development of translation skills for professional texts (from English to Armenian), 2. Development of professional vocabulary, 3. Development of communication skills. Development of monologic and dialogic skills in the professional field, 4. Presentation of the main grammatical categories in professional texts."
301,Yerevan State University,Information Security,061901.01.6,Bachelor,1107,Մշակութաբանության հիմունքներ,,2.0,General,3.0,"· ուսանողներին ծանոթացնել մշակույթ ֆենոմենի բնութագրերին և մշակութը հետազոտող գիտակարգերին, · ուսանողների մոտ ձևավորել ընդհանուր, ինչպես նաև իրենց մասնագիտության հետ առնչվող մշակույթի ոլորտների ու գործընթացերի մասին գիտելիքներ, · ուսանողների մոտ գիտելիքներ ձևավորել հայ և համաշխարհային մշակույթների և ներկա մշակութային գործընթացների մասին:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Fundamentals of Cultural Studies,"- Introduce students to the characteristics of the cultural phenomenon and the scientific disciplines that study culture, 
- Develop knowledge among students about general as well as culture-related fields and processes relevant to their specialization, 
- Cultivate knowledge among students about Armenian and global cultures and current cultural processes."
302,Yerevan State University,Information Security,061901.01.6,Bachelor,1705,Ռուսաց լեզու-3,,2.0,General,3.0,"· խորացնել ուսանողների լեզվական գիտելիքները և հաղորդակցական հմտությունները լեզվախոսքային բոլոր ոլորտներում, · ապահովել ուսանողների արդեն ձեռք բերած լեզվական գիտելիքների և հմտությունների կիրառումը մասնագիտական նպատակներով, · ապահովել գործարար նամակագրություն վարելու հիմնական սկզբունքների իմացություն։",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Russian Language-3,"- Deepen students' linguistic knowledge and communication skills in all language-related fields, 
- Ensure the application of students' already acquired linguistic knowledge and skills for professional purposes, 
- Provide knowledge of the basic principles of conducting business correspondence."
303,Yerevan State University,Information Security,061901.01.6,Bachelor,2203,Սոցիոլոգիայի հիմունքներ,,2.0,General,3.0,Դասընթացի նպատակն է ուսանողներին փոխանցել գիտելիքներ սոցիոլոգիական գիտելիքի կառուցվածքի և հետազոտական մեթոդների վերաբերյալ՝ ծանոթացնելով սոցիոլոգիայի ուսումնասիրության առարկայի և սոցիոլոգիական աշխարհայացքի առանձնահատկություններին:,,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Fundamentals of Sociology,"The aim of the course is to impart knowledge to students regarding the structure of sociological knowledge and research methods, familiarizing them with the characteristics of the subject matter of sociology and the sociological worldview."
304,Yerevan State University,Information Security,061901.01.6,Bachelor,1007,Տնտեսագիտության հիմունքներ,,2.0,General,3.0,"· ուսանողներին տրամադրել գիտելիքներ տնտեսագիտության տեսության միկրոտնտեսագիտական հիմնարար սկզբունքների վերաբերյալ: · Ուսանողներին ծանոթացնել տնտեսագիտության տեսության մակրոտնտեսական վերլուծության հիմնարար սկզբունքներին, որոնք և հիմք են հանդիսանում երկրի տնտեսական քաղաքականության մշակման համար:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Principles of Economics,"- Provide students with knowledge of the fundamental principles of microeconomic theory. 
- Introduce students to the fundamental principles of macroeconomic analysis in economic theory, which serve as the basis for the development of the country's economic policy."
305,Yerevan State University,Information Security,061901.01.6,Bachelor,1311,Տրամաբանության հիմունքներ,,2.0,General,3.0,"· ուսանողի մոտ ձևավորել կանոնավոր մտածողության ձևական-տրամաբանական սկզբունքների վերաբերյալ համակարգված գիտելիքներ, տրամաբանական գործողությունների վերլուծության ու գնահատման կարողություններ, · զարգացնել մասնագիտական գիտելիքների յուրացմանը նպաստող տրամաբանական որակներ, · նպաստել ուսանողների քննական և վերլուծական մտածողության, հետազոտական կարողությունների զարգացմանը:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Fundamentals of Logic,"- To develop systematic knowledge of the formal-logical principles of regular thinking in students, as well as the ability to analyze and evaluate logical operations, 
- To cultivate logical qualities that contribute to the acquisition of professional knowledge, 
- To promote the development of students' critical and analytical thinking and research skills."
306,Yerevan State University,Information Security,061901.01.6,Bachelor,1207,Քաղաքագիտության հիմունքներ,,2.0,General,3.0,"· ուսանողներին ծանոթացնել քաղաքագիտության ձևավորման տեսական և գաղափարական ակունքներին, · ուսանողներին ծանոթացնել հիմնական կատեգորիաների ու քաղաքագիտության ուսումնասիրության առարկայական տիրույթին, · ուսանողների մոտ ձևավորել քաղաքական իրականության վերլուծության գործնական հմտություններ:",,Attestation,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Fundamentals of Political Science,"- To familiarize students with the theoretical and ideological foundations of the formation of political science,  
- To introduce students to the main categories and the subject area of the study of political science,  
- To develop practical skills for analyzing political reality among students."
307,Yerevan State University,Information Security,061901.01.6,Bachelor,309,Տեղեկատվական անվտանգության հիմունքներ,,3.0,Professional,4.0,"Ներմուծել և ուսումնասիրել տեղեկատվական համակարգերի, ցանցերի և դրանց անվտանգություն գաղափարները:",,Exam,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Fundamentals of Information Security,"Introduce and study the concepts of information systems, networks, and their security."
308,Yerevan State University,Information Security,061901.01.6,Bachelor,307,Կրիպտոգրաֆիայի մաթեմատիկական մեթոդներ - 1,,6.0,Professional,7.0,"ծանոթացնել ուսանողներին ծածկագրման խնդիրներին, դրանց առանձնահատկություններին:",,Exam,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Mathematical Methods of Cryptography - 1,Introduce students to cryptography issues and their characteristics.
309,Yerevan State University,Information Security,061901.01.6,Bachelor,307,Գործողությունների հետազոտման մաթեմատիկական մեթոդներ,,5.0,Professional,7.0,"ուսանողների մոտ պատկերացում ձևավորել գործունեության տարբեր ոլորտներում առաջացող խնդիրների մաթեմատիկական մոդելավորման մասին: Մոդելների կառուցմանը, գնահատմանն ու առաջացող խնդիրների լուծման որոնման աշխատանքներին ուղղված կարողությունների ձեռք բերումը և նրանց դրսևորումը:",,Exam,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Mathematical Methods for Operations Research,"To develop students' understanding of mathematical modeling of problems arising in various fields of activity. Acquiring and demonstrating skills directed towards the construction, evaluation of models, and the search for solutions to emerging problems."
310,Yerevan State University,Information Security,061901.01.6,Bachelor,309,Կոմպյուտերային ցանցեր,,6.0,Professional,6.0,"ուսումնասիրել ցանցերի նախագծման և իրականացման ժամանակ առաջացող հիմնական խնդիրները և դրանց լուծման եղանակները: Ծանոթացնել բաց համակարգերի համագործակցության (OSI) մոդելի 7 մակարդակներին, ցանցային արձանագրություններին, ցանցերի տեսակներին և հիմնական բնութագրիչներին: Ուսումնասիրել ինֆորմացիոն անվտանգության սպառնալիքների տեսակները, անվտանգության ապահովման միջոցները, կիբերսպառնալիքները, ցանցային հարձակումների տեսակները և գաղտնագրման որոշ մեթոդներ:",,Exam,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Computer Networks,"Study the main issues that arise during the design and implementation of networks and their solutions. Familiarize with the 7 layers of the Open Systems Interconnection (OSI) model, network protocols, types of networks, and key characteristics. Examine the types of information security threats, security measures, cyber threats, types of network attacks, and certain encryption methods."
311,Yerevan State University,Information Security,061901.01.6,Bachelor,308,Գծային հանրահաշվի թվային մեթոդներ,,6.0,Professional,6.0,"· ուսանողներին ծանոթացնել գծային հանրահաշվի հաշվողական մեթոդների հիմունքներին, · ներկայացնել այդ բնագավառում ծագող խնդիրները, · շարադրել գծային հանրահաշվական հավասարումների համակարգերի լուծման, հակադարձ մատրիցների որոշման և մատրիցների սեփական արժեքների հաշվման հիմնական թվային մեթոդները:",,Exam,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Numerical Methods in Linear Algebra,"- Introduce students to the fundamentals of computational methods in linear algebra, 
- present the problems arising in this field, 
- outline the main numerical methods for solving systems of linear algebraic equations, determining inverse matrices, and calculating eigenvalues of matrices."
312,Yerevan State University,Information Security,061901.01.6,Bachelor,307,Ֆորմալ համակարգեր և մոդելներ,,6.0,Professional,5.0,"Ծանոթացնել ուսանողներին տեսությունների ֆորմալիզացման անհրաժեշտությանը, հնարավորություններին, ֆորմալ տեսու­թյունների հատկություններին և կիրառման ոլորտներին։",,Exam,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Formal Systems and Models,"Introduce students to the necessity of formalizing theories, the possibilities, the properties of formal theories, and the fields of application."
313,Yerevan State University,Information Security,061901.01.6,Bachelor,309,Տվյալագիտություն,,6.0,Professional,5.0,"· ուսանողներին ներկայացնել կիրառական տարբեր ոլորտներում հավաքագրված տվյալների օգտագործման հնարավորությունները, · ծանոթացնել տվյալների ինտելեկտուալ վերլուծության ժամանակակից մեթոդներին և մոդելներին, · ուսումնասիրել տվյալների վերլուծության տեխնոլոգիաները, ծրագրային միջոցները:",,Exam,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Data Science,"- Present students with the possibilities of using collected data in various applied fields,  
- Familiarize them with modern methods and models of data intelligence analysis,  
- Explore data analysis technologies and software tools."
314,Yerevan State University,Information Security,061901.01.6,Bachelor,308,Դիֆերենցիալ հավասարումներ,,9.0,Professional,5.0,"· ուսանողներին ներկայացնել սովորական դիֆերենցիալ հավասարումների և համակարգերի ընդհանուր տեսությունը, · Կոշիի խնդիրը, եզրային խնդիրները, գծային հավասրումները և համակարգերը, · հավասարումների լուծումների կայունության տեսությունը:",,Exam,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Differential Equations,"- Introduce students to the general theory of ordinary differential equations and systems,  
- The Cauchy problem, boundary problems, linear equations and systems,  
- The theory of stability of solutions of equations."
315,Yerevan State University,Information Security,061901.01.6,Bachelor,309,Web ծրագրավորում,,3.0,Professional,5.0,"ուսանողներին ծանոթացնել Web ծրագրավորման հիմունքներին։ Ուսումնասիրել Web տեխնոլոգիաները և նրանց բաղադրիչները, CSS Web էջի արտաքին տեսքի նկարագրման լեզուն, JavaScript ծրագրավորման լեզուն և JavaScript-ի React գրադարանը, Node.js ծրագրային հարթակը, NoSQL և MongoDB տվյալների բազանները։",,Exam,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Web Programming,"To familiarize students with the fundamentals of Web programming. To study Web technologies and their components, the CSS language for describing the appearance of Web pages, the JavaScript programming language and the React library of JavaScript, the Node.js software platform, and NoSQL and MongoDB databases."
316,Yerevan State University,Information Security,061901.01.6,Bachelor,308,Կոմպլեքս անալիզ,,6.0,Professional,5.0,"ուսանողներին ծանոթացնել կոմպլեքս փոփոխականի ֆունկցիաների տեսության հիմնական դրույթներին, որոնք ունեն կարևոր նշանակություն գործնական խնդիրները լուծելիս և կօգնեն յուրացնել այլ մաթեմատիկական դասընթացները:",,Exam,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian,,Complex Analysis,"To familiarize students with the fundamental principles of the theory of functions of complex variables, which are of significant importance in solving practical problems and will aid in mastering other mathematical courses."
